,gbifKey
11903,5644179
11904,5648407
11905,5658334
11906,5666051
11907,5671056
11908,5951275
11909,6291612
11910,7271241
11911,7327261
11912,7327567
11913,7328658
11914,7445055
11915,7493935
11916,7532045
11917,7566320
11918,7569848
11919,7593054
11920,7594320
11921,7698352
11922,7741087
11923,7837906
11924,7839125
11925,7853466
11926,7862608
11927,7938348
11928,8039232
11929,8041429
11930,8119255
11931,8210372
11932,8214140
11933,8237398
11934,8277142
11935,8313982
11936,8369675
11937,8661883
11938,9403500
11939,9427918
11940,9793735
11941,11026022
11942,2259
11943,2650627
11944,2680877
11945,2689126
11946,2690638
11947,2690640
11948,2690881
11949,2692791
11950,2704851
11951,2716774
11952,2727610
11953,2739226
11954,2757500
11955,2757531
11956,2785318
11957,2794888
11958,2804673
11959,2811549
11960,2813093
11961,2828747
11962,2838555
11963,2843353
11964,2843980
11965,2844630
11966,2846217
11967,2900377
11968,2905241
11969,2911907
11970,2917157
11971,2919402
11972,2919915
11973,2929362
11974,2951354
11975,2953283
11976,2973044
11977,2974579
11978,2980631
11979,3000679
11980,3032979
11981,3053239
11982,3069270
11983,3073791
11984,3081774
11985,3085175
11986,3156670
11987,3169748
11988,3182881
11989,3183723
11990,3185988
11991,3605763
11992,3613824
11993,3644697
11994,3644944
11995,3646080
11996,3648197
11997,3649988
11998,3702181
11999,3714043
12000,3723772
12001,3778262
12002,3785281
12003,3793749
12004,3818111
12005,3858044
12006,3902692
12007,3917509
12008,3920132
12009,3971073
12010,4011820
12011,4031890
12012,4055286
12013,4055797
12014,4070445
12015,4080464
12016,4080927
12017,4082730
12018,4085547
12019,4096300
12020,4096563
12021,4097272
12022,4098083
12023,4098681
12024,4132978
12025,4153278
12026,4158640
12027,4166220
12028,4174572
12029,4187547
12030,5293065
12031,5293566
12032,5302309
12033,5302784
12034,5314962
12035,5315397
12036,5316233
12037,5317068
12038,5322862
12039,5327664
12040,5329958
12041,5332837
12042,5334041
12043,5378648
12044,5383223
12045,5383831
12046,5394429
12047,5394660
12048,5395763
12049,5407273
12050,5419291
12051,5532524
12052,5548581
12053,5549042
12054,5557195
12055,5558876
12056,5564348
12057,5564969
12058,5574104
12059,5579649
12060,5589950
12061,5597677
12062,5597831
12063,5615691
12064,5617664
12065,5639139
12066,5644679
12067,6712698
12068,7068793
12069,7226464
12070,7262485
12071,7311359
12072,7321185
12073,7325055
12074,7358876
12075,7365082
12076,7544623
12077,7581265
12078,7606824
12079,7610742
12080,7694715
12081,7710366
12082,7732917
12083,7792116
12084,7802476
12085,7846858
12086,7887301
12087,7906958
12088,7907129
12089,7907394
12090,7946999
12091,8010817
12092,8054837
12093,8294748
12094,8306522
12095,8330991
12096,8363491
12097,8574699
12098,8854144
12099,8919629
12100,9305907
12101,9479479
12102,9917350
12103,10822634
12104,11173582
12105,11746619
12106,195
12107,2650725
12108,2651467
12109,2656567
12110,2657411
12111,2670324
12112,2672198
12113,2677042
12114,2679771
12115,2680464
12116,2703547
12117,2722149
12118,2726392
12119,2755904
12120,2761931
12121,2762451
12122,2789370
12123,2810155
12124,2811518
12125,2836640
12126,2838389
12127,2844464
12128,2845241
12129,2845613
12130,2846756
12131,2865526
12132,2867616
12133,2883400
12134,2886375
12135,2886530
12136,2889038
12137,2889779
12138,2896870
12139,2903687
12140,2907515
12141,2918046
12142,2920701
12143,2928438
12144,2952960
12145,2956417
12146,2966868
12147,2968953
12148,3036972
12149,3037884
12150,3038843
12151,3073952
12152,3082119
12153,3085781
12154,3125901
12155,3155132
12156,3172406
12157,3172618
12158,3178104
12159,3184360
12160,3190155
12161,3234321
12162,3579356
12163,3608045
12164,3613881
12165,3621120
12166,3644663
12167,3658076
12168,3686555
12169,3713610
12170,3748308
12171,3770624
12172,3779421
12173,3782737
12174,3790302
12175,3823872
12176,3832023
12177,3832781
12178,3838502
12179,3852402
12180,3852428
12181,3881888
12182,4004516
12183,4029692
12184,4032251
12185,4042845
12186,4092245
12187,4097297
12188,4116094
12189,4137129
12190,4155559
12191,4157041
12192,4157492
12193,4164491
12194,4166386
12195,4179407
12196,4180261
12197,4182949
12198,4195842
12199,5275321
12200,5284449
12201,5291122
12202,5295029
12203,5302267
12204,5302302
12205,5317725
12206,5331189
12207,5336289
12208,5337130
12209,5338168
12210,5338208
12211,5349226
12212,5362052
12213,5418810
12214,5419117
12215,5556017
12216,5564424
12217,5564843
12218,5570774
12219,5575154
12220,5575775
12221,5579592
12222,5591694
12223,5592256
12224,5592708
12225,5597726
12226,5609790
12227,5646014
12228,5657249
12229,5658633
12230,5666942
12231,5792427
12232,6070300
12233,6365246
12234,7148554
12235,7264287
12236,7271487
12237,7273576
12238,7288405
12239,7313761
12240,7318799
12241,7414546
12242,7477506
12243,7528940
12244,7597240
12245,7633172
12246,7662311
12247,7709661
12248,7752606
12249,7757549
12250,7782166
12251,7859321
12252,7894296
12253,7913679
12254,7928817
12255,7931979
12256,7964514
12257,7969126
12258,8017330
12259,8110256
12260,8207856
12261,8344668
12262,8369686
12263,8397896
12264,8530630
12265,8597900
12266,8665203
12267,9194989
12268,9202044
12269,9412389
12270,11034469
12271,11108090
12272,2432
12273,6651
12274,2650888
12275,2658493
12276,2669945
12277,2678216
12278,2680359
12279,2682676
12280,2689215
12281,2689241
12282,2712767
12283,2727312
12284,2731758
12285,2734788
12286,2739486
12287,2781284
12288,2803398
12289,2804323
12290,2815286
12291,2818488
12292,2844381
12293,2846753
12294,2865952
12295,2871760
12296,2877905
12297,2883430
12298,2886587
12299,2902983
12300,2906320
12301,2940394
12302,2955726
12303,2957379
12304,2968852
12305,2972436
12306,2973135
12307,2978466
12308,2984579
12309,2992955
12310,3025550
12311,3038659
12312,3055471
12313,3063646
12314,3076035
12315,3080149
12316,3084672
12317,3094980
12318,3152774
12319,3154482
12320,3182676
12321,3189565
12322,3582312
12323,3583608
12324,3609039
12325,3610757
12326,3619450
12327,3644786
12328,3645793
12329,3684157
12330,3704106
12331,3751335
12332,3751742
12333,3764451
12334,3823758
12335,3823895
12336,3932535
12337,3936994
12338,4002785
12339,4028546
12340,4031557
12341,4070111
12342,4081362
12343,4105412
12344,4109836
12345,4133338
12346,4142940
12347,4166402
12348,4167891
12349,4175015
12350,4177106
12351,4187457
12352,4257802
12353,4261062
12354,5289612
12355,5306932
12356,5307137
12357,5307596
12358,5314591
12359,5315632
12360,5316472
12361,5317793
12362,5324302
12363,5325078
12364,5328491
12365,5329277
12366,5329563
12367,5330337
12368,5330880
12369,5339334
12370,5339722
12371,5339889
12372,5348811
12373,5357061
12374,5378532
12375,5383049
12376,5384501
12377,5415418
12378,5533836
12379,5548896
12380,5563942
12381,5564453
12382,5570054
12383,5571778
12384,5572206
12385,5580022
12386,5588873
12387,5598021
12388,5635966
12389,5636175
12390,5648879
12391,5666079
12392,5666311
12393,5675388
12394,5677599
12395,5937675
12396,7067905
12397,7167014
12398,7265061
12399,7287212
12400,7300656
12401,7316635
12402,7327627
12403,7330979
12404,7372267
12405,7374210
12406,7400953
12407,7428297
12408,7462876
12409,7501940
12410,7536541
12411,7661971
12412,7706161
12413,7706661
12414,7762275
12415,7769359
12416,7770416
12417,7777090
12418,7895759
12419,7904230
12420,7915787
12421,7942610
12422,7955289
12423,7969168
12424,7971131
12425,7992302
12426,7996412
12427,8188477
12428,8281018
12429,8288304
12430,8988949
12431,9285524
12432,10713505
12433,10840351
12434,10943130
12435,2651550
12436,2656208
12437,2659318
12438,2680367
12439,2680808
12440,2690336
12441,2701311
12442,2705612
12443,2711804
12444,2715858
12445,2742182
12446,2755850
12447,2757179
12448,2764849
12449,2786226
12450,2797788
12451,2802867
12452,2812685
12453,2816129
12454,2836663
12455,2845101
12456,2862964
12457,2883026
12458,2885410
12459,2901401
12460,2905705
12461,2907690
12462,2909354
12463,2914920
12464,2918303
12465,2926642
12466,2926807
12467,2951428
12468,2953856
12469,2997553
12470,3035756
12471,3037063
12472,3037833
12473,3074016
12474,3081682
12475,3131105
12476,3169744
12477,3185955
12478,3571778
12479,3591415
12480,3604969
12481,3643958
12482,3698758
12483,3701872
12484,3718103
12485,3718158
12486,3728142
12487,3752060
12488,3763589
12489,3794335
12490,3823355
12491,3829598
12492,3858217
12493,3859598
12494,3871718
12495,3873988
12496,4010761
12497,4012578
12498,4020621
12499,4073086
12500,4079652
12501,4083486
12502,4093898
12503,4105513
12504,4120039
12505,4126814
12506,4160702
12507,4165602
12508,4172358
12509,4172515
12510,4174681
12511,4178772
12512,4179708
12513,4188482
12514,4189360
12515,4190353
12516,4193071
12517,4260352
12518,5280130
12519,5283534
12520,5283714
12521,5286047
12522,5286174
12523,5289637
12524,5294475
12525,5295623
12526,5301758
12527,5316498
12528,5327707
12529,5327966
12530,5333165
12531,5334558
12532,5341268
12533,5341747
12534,5359562
12535,5378256
12536,5383730
12537,5420901
12538,5532997
12539,5548953
12540,5549833
12541,5564718
12542,5566965
12543,5567019
12544,5574340
12545,5588850
12546,5601082
12547,5603186
12548,5609780
12549,5615474
12550,5633731
12551,5635606
12552,5666164
12553,5668975
12554,5710240
12555,5831476
12556,5938431
12557,6026919
12558,6136353
12559,6452137
12560,7265095
12561,7278968
12562,7286814
12563,7311847
12564,7333629
12565,7347311
12566,7354712
12567,7451432
12568,7471567
12569,7545312
12570,7614378
12571,7629938
12572,7667940
12573,7733128
12574,7810086
12575,7842725
12576,7908917
12577,7922916
12578,7980613
12579,7981083
12580,8027940
12581,8033310
12582,8083660
12583,8107173
12584,8109866
12585,8187455
12586,8201166
12587,8231359
12588,8281200
12589,8338622
12590,8398900
12591,8843235
12592,9136782
12593,9189034
12594,9418464
12595,9487299
12596,9589640
12597,9667165
12598,9756683
12599,10337935
12600,11249179
12601,59
12602,3990
12603,2656207
12604,2660965
12605,2668952
12606,2670362
12607,2673172
12608,2677121
12609,2683017
12610,2687252
12611,2688206
12612,2733989
12613,2734914
12614,2739438
12615,2759733
12616,2762166
12617,2762685
12618,2795051
12619,2801403
12620,2811748
12621,2825246
12622,2828966
12623,2838278
12624,2842207
12625,2843686
12626,2844529
12627,2845635
12628,2846137
12629,2862978
12630,2866030
12631,2869723
12632,2873728
12633,2886725
12634,2911955
12635,2915807
12636,2917188
12637,2921404
12638,2923400
12639,2924398
12640,2946135
12641,2948593
12642,2958161
12643,2967806
12644,3034807
12645,3038123
12646,3059275
12647,3060535
12648,3061476
12649,3072632
12650,3074210
12651,3076403
12652,3172976
12653,3180738
12654,3182381
12655,3190413
12656,3191227
12657,3229425
12658,3576110
12659,3614043
12660,3624400
12661,3640050
12662,3661474
12663,3686659
12664,3697762
12665,3719736
12666,3721001
12667,3744265
12668,3751606
12669,3774322
12670,3782447
12671,3821476
12672,3849743
12673,3850632
12674,3852786
12675,3858047
12676,3860040
12677,3870811
12678,3889482
12679,3899463
12680,4028661
12681,4047331
12682,4047547
12683,4049732
12684,4110432
12685,4153188
12686,4160299
12687,4277047
12688,4888521
12689,4922202
12690,5293067
12691,5313071
12692,5315015
12693,5317373
12694,5330326
12695,5330422
12696,5332728
12697,5337050
12698,5382168
12699,5383243
12700,5390263
12701,5415832
12702,5419139
12703,5421367
12704,5529727
12705,5545186
12706,5557107
12707,5566022
12708,5577447
12709,5578090
12710,5592648
12711,5594774
12712,5638521
12713,5638970
12714,5940355
12715,6308628
12716,6365243
12717,7130426
12718,7227801
12719,7307836
12720,7318028
12721,7326172
12722,7331903
12723,7332012
12724,7339515
12725,7404705
12726,7426808
12727,7475362
12728,7476275
12729,7482255
12730,7508580
12731,7549861
12732,7699354
12733,7708361
12734,8048098
12735,8063585
12736,8103776
12737,8218974
12738,8232259
12739,8240580
12740,8247259
12741,8393190
12742,8640597
12743,9002570
12744,9264760
12745,9642664
12746,9798259
12747,10794205
12748,4686
12749,6676
12750,6715
12751,2650583
12752,2661165
12753,2670287
12754,2673430
12755,2674527
12756,2679379
12757,2681086
12758,2706829
12759,2720373
12760,2732202
12761,2757648
12762,2762752
12763,2762905
12764,2783198
12765,2788692
12766,2789552
12767,2811719
12768,2815767
12769,2818151
12770,2838656
12771,2842414
12772,2845486
12773,2845940
12774,2850470
12775,2867389
12776,2868014
12777,2869209
12778,2871709
12779,2874153
12780,2875005
12781,2895528
12782,2896878
12783,2899599
12784,2900572
12785,2945508
12786,2967050
12787,2969235
12788,2998548
12789,3031928
12790,3055964
12791,3060673
12792,3063401
12793,3074050
12794,3075658
12795,3136861
12796,3155232
12797,3155570
12798,3156311
12799,3168942
12800,3182274
12801,3589953
12802,3591136
12803,3603572
12804,3607289
12805,3609019
12806,3616952
12807,3621176
12808,3624100
12809,3646069
12810,3648914
12811,3685952
12812,3701912
12813,3701917
12814,3702154
12815,3750169
12816,3750737
12817,3751237
12818,3769037
12819,3773779
12820,3779961
12821,3802374
12822,3822627
12823,3834139
12824,3851624
12825,3988480
12826,4016438
12827,4017366
12828,4031651
12829,4031971
12830,4032158
12831,4047827
12832,4063855
12833,4079556
12834,4080208
12835,4101294
12836,4172093
12837,4173252
12838,4176354
12839,4179017
12840,4180284
12841,4182290
12842,4193552
12843,4257119
12844,4270410
12845,4939632
12846,5272960
12847,5275182
12848,5279065
12849,5283907
12850,5285898
12851,5285910
12852,5294533
12853,5294564
12854,5303627
12855,5315819
12856,5315915
12857,5317785
12858,5340387
12859,5340878
12860,5340945
12861,5372022
12862,5381130
12863,5381733
12864,5392205
12865,5395843
12866,5564327
12867,5564536
12868,5577338
12869,5591222
12870,5592725
12871,5592741
12872,5646017
12873,5650637
12874,5669033
12875,5670153
12876,5706126
12877,5792516
12878,5830591
12879,5834136
12880,6027325
12881,7229028
12882,7279054
12883,7300622
12884,7315619
12885,7317570
12886,7321557
12887,7352228
12888,7403867
12889,7458919
12890,7611509
12891,7618504
12892,7650263
12893,7677795
12894,7725038
12895,7803819
12896,7866169
12897,7950902
12898,7975878
12899,8130685
12900,8145022
12901,8228323
12902,8365251
12903,8401570
12904,8624752
12905,9114651
12906,9115827
12907,9308343
12908,10948795
12909,10956395
12910,11297018
12911,11828006
12912,2411
12913,2647694
12914,2653129
12915,2654774
12916,2678855
12917,2680814
12918,2682314
12919,2689114
12920,2703467
12921,2712409
12922,2716427
12923,2716893
12924,2721893
12925,2732480
12926,2738472
12927,2759681
12928,2785704
12929,2789353
12930,2802113
12931,2813175
12932,2815491
12933,2818400
12934,2829277
12935,2842852
12936,2844598
12937,2845647
12938,2846216
12939,2863335
12940,2866177
12941,2869496
12942,2869538
12943,2871432
12944,2886553
12945,2902992
12946,2905997
12947,2941568
12948,2943386
12949,2947766
12950,2951871
12951,2970957
12952,2973075
12953,2984390
12954,2997990
12955,3021709
12956,3033985
12957,3038352
12958,3054791
12959,3059921
12960,3075979
12961,3154556
12962,3230941
12963,3587412
12964,3608454
12965,3661217
12966,3669745
12967,3687099
12968,3751435
12969,3752212
12970,3775260
12971,3775501
12972,3775684
12973,3775840
12974,3790207
12975,3793516
12976,3818784
12977,3834827
12978,3849527
12979,3852422
12980,3864659
12981,3867429
12982,3991886
12983,4004467
12984,4017053
12985,4020746
12986,4024284
12987,4042359
12988,4101774
12989,4195232
12990,4205155
12991,4257923
12992,4258029
12993,4262024
12994,4887775
12995,5270840
12996,5275277
12997,5275417
12998,5294092
12999,5294179
13000,5301253
13001,5302223
13002,5305548
13003,5305727
13004,5315030
13005,5316456
13006,5316539
13007,5316587
13008,5316602
13009,5330348
13010,5340524
13011,5381064
13012,5381757
13013,5381945
13014,5383440
13015,5383464
13016,5414277
13017,5533182
13018,5564548
13019,5564598
13020,5569145
13021,5569733
13022,5571581
13023,5572280
13024,5591612
13025,5601207
13026,5626769
13027,5635879
13028,5643746
13029,5938173
13030,6034357
13031,7103298
13032,7135930
13033,7228076
13034,7265934
13035,7269673
13036,7278903
13037,7279656
13038,7296866
13039,7299042
13040,7320355
13041,7351634
13042,7371223
13043,7410432
13044,7412680
13045,7533073
13046,7553467
13047,7590211
13048,7610123
13049,7621055
13050,7695126
13051,7740587
13052,7751805
13053,7796602
13054,8034161
13055,8135100
13056,8145220
13057,8155785
13058,8291968
13059,8362719
13060,8400908
13061,8481072
13062,8535511
13063,8595240
13064,8660852
13065,8767241
13066,8878934
13067,9279003
13068,9506227
13069,9743467
13070,10768264
13071,10786104
13072,10911814
13073,10928773
13074,11289445
13075,2285
13076,7707
13077,2640664
13078,2643338
13079,2647519
13080,2668112
13081,2676344
13082,2705834
13083,2728252
13084,2734930
13085,2757862
13086,2762743
13087,2789396
13088,2801371
13089,2815321
13090,2818387
13091,2825097
13092,2829190
13093,2842953
13094,2844742
13095,2865963
13096,2867087
13097,2868533
13098,2869483
13099,2877413
13100,2883399
13101,2899477
13102,2900122
13103,2901362
13104,2928768
13105,2957158
13106,3038501
13107,3038798
13108,3180146
13109,3182771
13110,3582211
13111,3591803
13112,3605217
13113,3606019
13114,3615100
13115,3624378
13116,3643120
13117,3656151
13118,3684733
13119,3700344
13120,3708775
13121,3719931
13122,3751510
13123,3768887
13124,3770905
13125,3774929
13126,3831149
13127,3836313
13128,3849191
13129,3850058
13130,3851341
13131,3866269
13132,3878222
13133,3888828
13134,3935421
13135,3939736
13136,3994118
13137,4031371
13138,4032144
13139,4049558
13140,4070225
13141,4087661
13142,4097281
13143,4171817
13144,4176236
13145,4179264
13146,4182724
13147,4189186
13148,4258503
13149,4259206
13150,4924815
13151,4940432
13152,5273049
13153,5308806
13154,5312136
13155,5312639
13156,5328871
13157,5338248
13158,5341411
13159,5349636
13160,5353544
13161,5372169
13162,5383466
13163,5546229
13164,5557354
13165,5564632
13166,5566702
13167,5567063
13168,5569324
13169,5571478
13170,5572740
13171,5575453
13172,5579267
13173,5594227
13174,5637435
13175,5648320
13176,5658702
13177,5792386
13178,7148556
13179,7160198
13180,7222716
13181,7269296
13182,7288403
13183,7299043
13184,7308820
13185,7312023
13186,7317468
13187,7326486
13188,7327140
13189,7327870
13190,7331031
13191,7365269
13192,7378269
13193,7380567
13194,7381625
13195,7384188
13196,7463836
13197,7494665
13198,7596539
13199,7757969
13200,7774296
13201,7967590
13202,8033465
13203,8046071
13204,8057335
13205,8126976
13206,8204634
13207,8238624
13208,8366408
13209,8419723
13210,8604458
13211,8625861
13212,9220702
13213,9849577
13214,10657948
13215,4665
13216,2642943
13217,2665225
13218,2675708
13219,2708744
13220,2736539
13221,2738631
13222,2738898
13223,2755400
13224,2757656
13225,2803068
13226,2813241
13227,2814886
13228,2825648
13229,2844193
13230,2846692
13231,2863370
13232,2866809
13233,2873939
13234,2874655
13235,2905448
13236,2911143
13237,2911996
13238,2919545
13239,2941719
13240,2952274
13241,2969351
13242,2974628
13243,2977455
13244,3021797
13245,3154543
13246,3156629
13247,3158304
13248,3169674
13249,3172501
13250,3232907
13251,3234006
13252,3568825
13253,3571483
13254,3572866
13255,3597359
13256,3597423
13257,3598388
13258,3598742
13259,3616838
13260,3656114
13261,3671160
13262,3677765
13263,3694945
13264,3713114
13265,3720419
13266,3750266
13267,3751900
13268,3764254
13269,3782728
13270,3786582
13271,3790728
13272,3791886
13273,3830350
13274,3830860
13275,3832582
13276,3833709
13277,3848129
13278,3848695
13279,3852672
13280,3868706
13281,3870708
13282,3889575
13283,4024581
13284,4031901
13285,4047870
13286,4070221
13287,4075975
13288,4078519
13289,4107803
13290,4109498
13291,4150176
13292,4167633
13293,4172947
13294,4173452
13295,4177824
13296,4257814
13297,4259033
13298,5279883
13299,5283750
13300,5292372
13301,5296278
13302,5302213
13303,5313874
13304,5316772
13305,5317122
13306,5317184
13307,5322640
13308,5322875
13309,5325084
13310,5327383
13311,5329111
13312,5396772
13313,5408353
13314,5419123
13315,5528205
13316,5529713
13317,5556820
13318,5557287
13319,5564300
13320,5564900
13321,5576439
13322,5577563
13323,5609961
13324,5613518
13325,5615593
13326,5648550
13327,5666709
13328,5675188
13329,5681150
13330,5951068
13331,6068549
13332,6297305
13333,6308611
13334,7271465
13335,7299034
13336,7310883
13337,7317524
13338,7318841
13339,7376166
13340,7418678
13341,7423619
13342,7445876
13343,7501474
13344,7502429
13345,7515406
13346,7518226
13347,7526227
13348,7549326
13349,7689023
13350,7705531
13351,7735610
13352,7782683
13353,7824453
13354,7847026
13355,7850367
13356,7910174
13357,8086836
13358,8108960
13359,8145419
13360,8163923
13361,8166816
13362,8286725
13363,8411787
13364,8417249
13365,8426630
13366,8899546
13367,9014364
13368,9313793
13369,9629854
13370,9833503
13371,4895
13372,2643272
13373,2643285
13374,2672102
13375,2677715
13376,2677778
13377,2689555
13378,2703230
13379,2710187
13380,2713483
13381,2713638
13382,2734865
13383,2734900
13384,2738424
13385,2738902
13386,2755866
13387,2758796
13388,2760062
13389,2763905
13390,2766314
13391,2783191
13392,2785145
13393,2788148
13394,2795172
13395,2813652
13396,2815243
13397,2819385
13398,2842226
13399,2842793
13400,2844735
13401,2865313
13402,2868630
13403,2874865
13404,2883244
13405,2883779
13406,2888831
13407,2892439
13408,2906305
13409,2932184
13410,2941550
13411,2949070
13412,2951446
13413,2956684
13414,2959502
13415,2967293
13416,2973131
13417,3032372
13418,3055926
13419,3056746
13420,3060628
13421,3072156
13422,3075037
13423,3083796
13424,3090783
13425,3105813
13426,3154372
13427,3154507
13428,3155160
13429,3156280
13430,3158673
13431,3172573
13432,3182955
13433,3182970
13434,3188503
13435,3189662
13436,3190188
13437,3568497
13438,3572118
13439,3599801
13440,3644779
13441,3694272
13442,3714561
13443,3718171
13444,3719428
13445,3720755
13446,3738091
13447,3752278
13448,3851232
13449,3852044
13450,3860491
13451,3862789
13452,3864678
13453,3865549
13454,3871856
13455,3879189
13456,3889989
13457,3929484
13458,3976240
13459,4001726
13460,4004733
13461,4019353
13462,4031897
13463,4050385
13464,4054794
13465,4082622
13466,4097122
13467,4097383
13468,4161906
13469,4166478
13470,4167614
13471,4181715
13472,4182464
13473,4182590
13474,4258243
13475,4928110
13476,4940417
13477,5292650
13478,5294388
13479,5315569
13480,5317705
13481,5330336
13482,5333712
13483,5354201
13484,5357189
13485,5384955
13486,5418662
13487,5418855
13488,5418956
13489,5532821
13490,5557319
13491,5557937
13492,5571780
13493,5607647
13494,5615721
13495,5648124
13496,5665566
13497,5685588
13498,5941408
13499,7273079
13500,7290944
13501,7304405
13502,7331007
13503,7368150
13504,7376791
13505,7396768
13506,7455530
13507,7483681
13508,7495812
13509,7572193
13510,7589557
13511,7670096
13512,7676460
13513,7706638
13514,7713907
13515,7756766
13516,7793512
13517,7811650
13518,7823834
13519,7856345
13520,7864155
13521,7979950
13522,8011652
13523,8072163
13524,8088817
13525,8191837
13526,8196716
13527,8226898
13528,8294339
13529,8341402
13530,8670660
13531,8719243
13532,8768514
13533,8887784
13534,8911731
13535,8974265
13536,9109665
13537,9116550
13538,10900674
13539,6631
13540,6685
13541,6689
13542,2644581
13543,2653110
13544,2653174
13545,2679445
13546,2680901
13547,2682186
13548,2682268
13549,2705401
13550,2712688
13551,2727889
13552,2737041
13553,2738578
13554,2781237
13555,2815361
13556,2842276
13557,2843595
13558,2843672
13559,2847283
13560,2883610
13561,2884712
13562,2888618
13563,2889811
13564,2896849
13565,2918734
13566,2925141
13567,2925383
13568,2947098
13569,2972048
13570,2973167
13571,3033167
13572,3033987
13573,3053302
13574,3075774
13575,3152613
13576,3156578
13577,3172001
13578,3179986
13579,3183840
13580,3582198
13581,3591448
13582,3598973
13583,3606888
13584,3648950
13585,3658017
13586,3711900
13587,3722466
13588,3727653
13589,3732775
13590,3771654
13591,3824104
13592,3852359
13593,3859616
13594,3864651
13595,3864688
13596,3899646
13597,3899913
13598,3900287
13599,3920587
13600,3940769
13601,4018941
13602,4020115
13603,4078776
13604,4132512
13605,4151551
13606,4159493
13607,4171731
13608,4173972
13609,4178369
13610,4186275
13611,4187742
13612,4189976
13613,4193963
13614,5294079
13615,5294339
13616,5302292
13617,5316205
13618,5316297
13619,5327700
13620,5330426
13621,5332535
13622,5336921
13623,5350273
13624,5350414
13625,5357126
13626,5380652
13627,5381029
13628,5564845
13629,5577573
13630,5647292
13631,5666284
13632,5666521
13633,5669007
13634,5669161
13635,5676776
13636,6042838
13637,6302981
13638,6319192
13639,6365876
13640,7068438
13641,7223778
13642,7286283
13643,7319737
13644,7434330
13645,7667541
13646,7718835
13647,7789610
13648,7824106
13649,7842315
13650,7849142
13651,7912264
13652,8085680
13653,8117409
13654,8194905
13655,8214762
13656,8228782
13657,8312591
13658,8358609
13659,9053937
13660,9340539
13661,9587399
13662,9715431
13663,10674694
13664,11692789
13665,12026484
13666,6
13667,2643048
13668,2672312
13669,2678510
13670,2682209
13671,2705397
13672,2708305
13673,2708466
13674,2712369
13675,2715295
13676,2715398
13677,2739531
13678,2755776
13679,2757069
13680,2760239
13681,2783229
13682,2787994
13683,2797897
13684,2812908
13685,2843360
13686,2846757
13687,2868650
13688,2911572
13689,2912772
13690,2917589
13691,2917970
13692,2925363
13693,2929764
13694,2953663
13695,2967465
13696,2967690
13697,2984500
13698,2985250
13699,2992753
13700,2998553
13701,3037201
13702,3038734
13703,3042719
13704,3060568
13705,3074199
13706,3153723
13707,3156787
13708,3157670
13709,3170431
13710,3190516
13711,3231493
13712,3596647
13713,3606015
13714,3643246
13715,3643361
13716,3669697
13717,3673783
13718,3711990
13719,3725778
13720,3775942
13721,3781433
13722,3797711
13723,3830634
13724,3834306
13725,3889106
13726,3989095
13727,4028664
13728,4071398
13729,4083373
13730,4100434
13731,4105717
13732,4137061
13733,4156862
13734,4167404
13735,4171599
13736,4176333
13737,4180682
13738,4276941
13739,5281497
13740,5282460
13741,5294080
13742,5304621
13743,5313732
13744,5316181
13745,5316812
13746,5317402
13747,5321328
13748,5324676
13749,5327612
13750,5328115
13751,5330435
13752,5337136
13753,5340319
13754,5352418
13755,5353877
13756,5355422
13757,5357677
13758,5358592
13759,5361960
13760,5380994
13761,5534112
13762,5589695
13763,5591242
13764,5597314
13765,5656816
13766,5658578
13767,5669269
13768,6307095
13769,6309806
13770,6712575
13771,6819886
13772,7224315
13773,7271387
13774,7278276
13775,7286892
13776,7311245
13777,7315649
13778,7317113
13779,7333687
13780,7356527
13781,7370875
13782,7506119
13783,7514954
13784,7530518
13785,7639511
13786,7687844
13787,7758869
13788,7758889
13789,7832772
13790,7997325
13791,8028659
13792,8087789
13793,8100430
13794,8171358
13795,8171783
13796,8228456
13797,8268866
13798,8321022
13799,8333341
13800,8339627
13801,8358488
13802,8372827
13803,8436459
13804,8565447
13805,9439796
13806,9443111
13807,9493979
13808,10242133
13809,10275836
13810,10305708
13811,10714973
13812,10826393
13813,11017835
13814,2653125
13815,2668911
13816,2673648
13817,2679385
13818,2680514
13819,2682267
13820,2683848
13821,2688177
13822,2688918
13823,2725225
13824,2761721
13825,2762953
13826,2797820
13827,2801433
13828,2812699
13829,2813751
13830,2815019
13831,2815305
13832,2818254
13833,2818568
13834,2842343
13835,2867934
13836,2888740
13837,2903568
13838,2918045
13839,2953090
13840,2968897
13841,2988959
13842,3037164
13843,3063590
13844,3080844
13845,3082183
13846,3153397
13847,3177030
13848,3182603
13849,3185238
13850,3188453
13851,3190015
13852,3190625
13853,3232955
13854,3572238
13855,3573688
13856,3592169
13857,3613495
13858,3613743
13859,3643243
13860,3648351
13861,3648606
13862,3657992
13863,3659506
13864,3682053
13865,3699106
13866,3699438
13867,3701448
13868,3715101
13869,3743344
13870,3745285
13871,3750568
13872,3769048
13873,3773814
13874,3776813
13875,3782531
13876,3823563
13877,3836966
13878,3848932
13879,3850172
13880,3850176
13881,3865082
13882,3865766
13883,3870555
13884,3904639
13885,3937766
13886,4027020
13887,4032076
13888,4032256
13889,4040803
13890,4049809
13891,4073038
13892,4079730
13893,4097266
13894,4101779
13895,4158049
13896,4163903
13897,4165483
13898,4176665
13899,4178371
13900,4182635
13901,4907602
13902,5272880
13903,5275022
13904,5280087
