;Unnamed: 0.1;Unnamed: 0;coreid;idigbio:associatedsequences;idigbio:barcodeValue;dwc:basisOfRecord;dwc:bed;gbif:canonicalName;dwc:catalogNumber;dwc:class;dwc:collectionCode;dwc:collectionID;idigbio:collectionName;dwc:recordedBy;dwc:vernacularName;idigbio:commonnames;dwc:continent;dwc:coordinateUncertaintyInMeters;dwc:country;idigbio:isoCountryCode;dwc:county;dwc:datasetID;idigbio:eventDate;idigbio:dateModified;idigbio:dataQualityScore;dwc:earliestAgeOrLowestStage;dwc:earliestEonOrLowestEonothem;dwc:earliestEpochOrLowestSeries;dwc:earliestEraOrLowestErathem;dwc:earliestPeriodOrLowestSystem;idigbio:etag;dwc:eventDate;dwc:family;dwc:fieldNumber;idigbio:flags;dwc:formation;dwc:genus;dwc:geologicalContextID;idigbio:geoPoint;dwc:group;idigbio:hasImage;idigbio:hasMedia;dwc:higherClassification;dwc:highestBiostratigraphicZone;dwc:individualCount;dwc:infraspecificEpithet;dwc:institutionCode;dwc:institutionID;idigbio:institutionName;dwc:kingdom;dwc:latestAgeOrHighestStage;dwc:latestEonOrHighestEonothem;dwc:latestEpochOrHighestSeries;dwc:latestEraOrHighestErathem;dwc:latestPeriodOrHighestSystem;dwc:lithostratigraphicTerms;dwc:locality;dwc:lowestBiostratigraphicZone;dwc:maximumDepthInMeters;dwc:maximumElevationInMeters;idigbio:mediarecords;dwc:member;dwc:minimumDepthInMeters;dwc:minimumElevationInMeters;dwc:municipality;dwc:occurrenceID;dwc:order;dwc:phylum;idigbio:recordIds;dwc:recordNumber;idigbio:recordset;dwc:scientificName;dwc:specificEpithet;dwc:startDayOfYear;dwc:stateProvince;dwc:taxonID;dwc:taxonomicStatus;dwc:taxonRank;dwc:typeStatus;idigbio:uuid;dwc:verbatimEventDate;dwc:verbatimLocality;idigbio:version;dwc:waterBody
272128;322030;561794;4c61f953-9a70-4590-9ce0-2caf6706ab14;;;preservedspecimen;;;100601510;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;iska gushilman|idris haris|samsul lasut|bahar fabanyo;;;asia;;indonesia;idn;north maluku;;2013-06-02;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;62c13637d66df8946acd1241b909e7fe93a53d92;;undesignated;2013.187;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": 0.5279445, ""lon"": 127.9382777}";;False;False;;;2.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. tarsan camp.;;;;;;;495.0;;urn:catalog:mo:tropicos:100601510;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100601510""]";gushilman 736;5386d272-06c6-4027-b5d5-d588c2afe5e5;orchidaceae juss.;undesignated;153.0;maluku islands;42000388.0;;;;4c61f953-9a70-4590-9ce0-2caf6706ab14;;;;
272129;322031;561796;c5df9e6f-58e8-412d-a202-19a9d8c22970;;;preservedspecimen;;;100712328;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|idris haris|malik soleman|ahmad yani;;;asia;;indonesia;idn;north maluku;;2014-06-07;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;68bd2afdde6e5b98c063d13d747d5374d7c953bb;;undesignated;2014.260;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": 0.7155, ""lon"": 128.0427777}";;False;False;;;1.0;;mo;;;plantae;;;;;;;east halmahera. weda bay. blikep nu. camp 3.;;;;;;;516.0;;urn:catalog:mo:tropicos:100712328;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100712328""]";bangun 980;5386d272-06c6-4027-b5d5-d588c2afe5e5;davalliaceae m.r. schomb. ex a.b. frank;undesignated;158.0;maluku islands;42000435.0;;;;c5df9e6f-58e8-412d-a202-19a9d8c22970;;;;
272134;322036;561827;3fa1eea1-9f11-4b02-83a4-41ee2bc4176b;;;preservedspecimen;;;100552398;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;iska gushilman|richard razakamalala|lalao andriamahefarivo|samsul lasut|malik soleman;;;asia;;indonesia;idn;north maluku;;2012-12-12;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;4d1252bc0d7189104daea9e2c89957e12d999d04;;myrtaceae;2012.85;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;syzygium;;"{""lat"": 0.4906666, ""lon"": 127.9101389}";;True;True;;;7.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. doromesmesan;;;;"[""06e086fb-82ba-40ba-bfbb-6c121641c4e1"", ""cafdfc59-ecc6-4bd3-b784-5d199073e48f"", ""16eb6c4a-51d6-48d9-8393-ac01db4204f0"", ""fea165c9-874b-40f0-b474-a6fbd2a00772"", ""1f0cfd90-e00c-46f2-a093-7f6de9529afb""]";;;31.0;;urn:catalog:mo:tropicos:100552398;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100552398""]";gushilman 252;5386d272-06c6-4027-b5d5-d588c2afe5e5;syzygium p. browne ex gaertn.;undesignated;347.0;maluku islands;40009310.0;;;;3fa1eea1-9f11-4b02-83a4-41ee2bc4176b;;;;
272135;322037;561828;aab5e71a-5aa5-4204-a527-7fc621e894b4;;;preservedspecimen;;;100555122;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|idris haris|bahar fabanyo|samsul lasut|malik soleman;;;asia;;indonesia;idn;north maluku;;2013-01-02;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;c5a98ad6dd7e79166b8141774ec8665b7be39dea;;myrtaceae;2013.99;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;syzygium;;"{""lat"": 0.4829167, ""lon"": 127.9876111}";;True;True;;;6.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. sake south.;;;;"[""0df7fa90-1271-41af-950b-4acb3f3737c8"", ""9f9744e7-262d-4d69-930d-a4e2c479370b"", ""0c5e309b-1979-4162-8b86-a009ba5c9cfe"", ""f44a88cb-c99d-457b-9a79-a07d408a0073""]";;;52.0;;urn:catalog:mo:tropicos:100555122;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100555122""]";bangun 414;5386d272-06c6-4027-b5d5-d588c2afe5e5;syzygium p. browne ex gaertn.;undesignated;2.0;maluku islands;40009310.0;;;;aab5e71a-5aa5-4204-a527-7fc621e894b4;;;;
272156;322058;561888;63ff4751-5c2f-44fb-9613-1ddb90bb4281;;;preservedspecimen;;;100628990;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;roji mahroji|samsul lasut|idris haris|bahar fabanyo;;;asia;;indonesia;idn;north maluku;;2013-08-23;2016-03-09T09:12:45.040858+00:00;0.3478260869565217;;;;;;6ff7ec31e795c096a9b586bc0a0eac6df17d077e;;apocynaceae;2013.93;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;alyxia;;"{""lat"": 0.6991389, ""lon"": 128.0208056}";;False;False;;;1.0;;mo;;;plantae;;;;;;;east halmahera. weda bay. kao rahai. camp 4.;;;;;;;715.0;;urn:catalog:mo:tropicos:100628990;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100628990""]";mahroji 352;5386d272-06c6-4027-b5d5-d588c2afe5e5;alyxia banks ex r. br.;undesignated;235.0;maluku islands;40011162.0;;;;63ff4751-5c2f-44fb-9613-1ddb90bb4281;;;;
272159;322061;561915;6611f146-ac16-4bf9-a512-f19b7acb6581;;;preservedspecimen;;;100534758;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;roji mahroji|mary merello|tjut bangun|darius loha;;;asia;;indonesia;idn;north maluku;;2012-10-19;2019-07-13T21:07:03.051928+00:00;0.3333333333333333;;;;;;842b51e9fdc13819964700131c6e11fca356adfc;;fabaceae;2012.08;"[""geopoint_datum_missing"", ""dwc_kingdom_suspect"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;ormosia;;"{""lat"": 0.4820556, ""lon"": 127.9948333}";;True;True;;;7.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. ake sake.;;;;"[""cd8f9528-933e-4a57-8af1-27100e3d5258"", ""594a252e-7b5d-4ef9-bb99-9fca58137604"", ""52d1b264-2a37-471a-9854-e8a6c2bceebf""]";;;33.0;;urn:catalog:mo:tropicos:100534758;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100534758""]";mahroji 25;5386d272-06c6-4027-b5d5-d588c2afe5e5;ormosia calavensis azaola;calavensis;293.0;maluku islands;13030747.0;;;;6611f146-ac16-4bf9-a512-f19b7acb6581;;;;
272162;322064;561928;02a6b8e3-beef-4fe5-801c-820092694c59;;;preservedspecimen;;;90209148;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;willem meijer;;;asia;;indonesia;idn;;;1975-04-23;2019-07-13T21:07:03.051928+00:00;0.3188405797101449;;;;;;e2eef5710c8959f4ec2fada48c1993841c220bd5;;undesignated;;"[""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;;;False;False;;;;;mo;;;plantae;;;;;;;central celebes, lore kalimata national park, bukit habantu;;;;;;;1500.0;;urn:catalog:mo:tropicos:90209148;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:90209148""]";meijer 9511;5386d272-06c6-4027-b5d5-d588c2afe5e5;sematophyllaceae broth.;undesignated;113.0;celebes;35002815.0;;;;02a6b8e3-beef-4fe5-801c-820092694c59;;;;
272190;322093;561973;be2b98cb-7935-4d2e-8ea2-0d326a0637de;;;preservedspecimen;;;100590016;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;weda bay shade house;;;asia;;indonesia;idn;north maluku;;2013-04-27;2016-03-09T09:12:45.040858+00:00;0.3478260869565217;;;;;;18c86ae621d3280204575ecac23eefc00d3f8aff;;orchidaceae;14;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;malaxis;;"{""lat"": 0.6664167, ""lon"": 127.9707778}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. wedabay. kao rahai camp 2.;;;;;;;390.0;;urn:catalog:mo:tropicos:100590016;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100590016""]";shade house 297;5386d272-06c6-4027-b5d5-d588c2afe5e5;malaxis sol. ex sw.;undesignated;117.0;maluku islands;40012659.0;;;;be2b98cb-7935-4d2e-8ea2-0d326a0637de;;;;
272191;322094;561976;dab6cdcd-8f83-44c6-b3ba-d937b61a61eb;;;preservedspecimen;;;100593029;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;weda bay shade house;;;asia;;indonesia;idn;north maluku;;2013-05-05;2019-09-22T22:49:56.324106+00:00;0.3478260869565217;;;;;;d42e670c875f754f1f63be9e5e3c3d8121a273da;;orchidaceae;17;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;eria;;"{""lat"": 0.5373611, ""lon"": 128.0029167}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. bukit limber.;;;;;;;822.0;;urn:catalog:mo:tropicos:100593029;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100593029""]";shade house 413;5386d272-06c6-4027-b5d5-d588c2afe5e5;eria lindl.;undesignated;125.0;maluku islands;40004891.0;;;;dab6cdcd-8f83-44c6-b3ba-d937b61a61eb;;;;
272196;322099;561984;efc0c2a2-debf-422a-bf03-efb46d20e043;;;preservedspecimen;;;100532100;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|ismail a. rachman|roji mahroji|desius saidi;;;asia;;indonesia;idn;north maluku;;2012-10-10;2021-08-21T02:12:04.934460+00:00;0.3478260869565217;;;;;;bac6a24ff15e4cd03480896328ab02dae6901996;;pteridaceae;2012.16;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;pteris;;"{""lat"": 0.4754723, ""lon"": 128.0094444}";;True;True;;;7.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. gemaf.;;;;"[""1e06c4f0-cbe4-4966-890b-cfa71df78ab4"", ""01ad6c6f-68ee-4832-8890-84ca6d8e2e91""]";;;16.0;;urn:catalog:mo:tropicos:100532100;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100532100""]";bangun 58;5386d272-06c6-4027-b5d5-d588c2afe5e5;pteris l.;undesignated;284.0;maluku islands;40019512.0;;;;efc0c2a2-debf-422a-bf03-efb46d20e043;;;;
272205;322110;562016;ac7e4d6f-4879-4a61-892e-29b7d9935fd7;;;preservedspecimen;;;100578328;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;iska gushilman|roji mahroji|samsul lasut|malik soleman;;;asia;;indonesia;idn;north maluku;;2013-03-20;2016-03-09T09:12:45.040858+00:00;0.3478260869565217;;;;;;579c25d7fd924d59c113ef94f61287656450fdf8;;phyllanthaceae;2013.136;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;glochidion;;"{""lat"": 0.5253056, ""lon"": 127.9097778}";;False;False;;;8.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. casuarina.;;;;;;;176.0;;urn:catalog:mo:tropicos:100578328;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100578328""]";gushilman 478;5386d272-06c6-4027-b5d5-d588c2afe5e5;glochidion j.r. forst. & g. forst.;undesignated;79.0;maluku islands;40014990.0;;;;ac7e4d6f-4879-4a61-892e-29b7d9935fd7;;;;
