;usageKey;scientificName;canonicalName;rank;status;confidence;matchType;kingdom;phylum;order;family;genus;species;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;speciesKey;synonym;class;acceptedUsageKey;note
503;3064110;Euphorbia bourgeana J.Gay ex Boiss.;Euphorbia bourgeana;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia bourgeana;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3064110.0;False;Magnoliopsida;;
504;3063823;Euphorbia cyathophora Murray;Euphorbia cyathophora;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia heterophylla;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3064495.0;True;Magnoliopsida;7386046.0;
505;3064495;Euphorbia heterophylla L.;Euphorbia heterophylla;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia heterophylla;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3064495.0;False;Magnoliopsida;;
506;3068937;Euphorbia hirta L.;Euphorbia hirta;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia hirta;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3068937.0;False;Magnoliopsida;;
507;3065912;Euphorbia hyssopifolia L.;Euphorbia hyssopifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia hyssopifolia;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3065912.0;False;Magnoliopsida;;
508;3067119;Euphorbia maculata L.;Euphorbia maculata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia maculata;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3067119.0;False;Magnoliopsida;;
509;3064865;Euphorbia neriifolia L.;Euphorbia neriifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia neriifolia;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3064865.0;False;Magnoliopsida;;
510;3070346;Euphorbia nutans Lag.;Euphorbia nutans;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia nutans;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3070346.0;False;Magnoliopsida;;
511;3067891;Euphorbia prostrata Aiton;Euphorbia prostrata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia prostrata;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3067891.0;False;Magnoliopsida;;
512;3066465;Euphorbia pulcherrima Willd. ex Klotzsch;Euphorbia pulcherrima;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia pulcherrima;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3066465.0;False;Magnoliopsida;;
