;usageKey;acceptedUsageKey;scientificName;canonicalName;rank;status;confidence;matchType;kingdom;phylum;order;family;genus;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;synonym;class;species;speciesKey;note
0;7717474;3079696.0;Aalius Rumph. ex Kuntze;Aalius;GENUS;SYNONYM;95;HIGHERRANK;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Breynia;6;7707728.0;220.0;1414.0;8807.0;3079696.0;True;Magnoliopsida;;;
1;2857646;7227611.0;Allium parvifolium Crantz;Allium parvifolium;SPECIES;SYNONYM;80;FUZZY;Plantae;Tracheophyta;Asparagales;Amaryllidaceae;Allium;6;7707728.0;196.0;1169.0;7682.0;9624496.0;True;Liliopsida;Allium sphaerocephalon;2857616.0;
2;3152707;;Abelmoschus esculentus (L.) Moench;Abelmoschus esculentus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Abelmoschus;6;7707728.0;220.0;941.0;6685.0;3152705.0;False;Magnoliopsida;Abelmoschus esculentus;3152707.0;
3;3152706;;Abelmoschus manihot (L.) Medik.;Abelmoschus manihot;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Abelmoschus;6;7707728.0;220.0;941.0;6685.0;3152705.0;False;Magnoliopsida;Abelmoschus manihot;3152706.0;
4;8312665;;Abelmoschus moschatus (L.) Medik.;Abelmoschus moschatus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Abelmoschus;6;7707728.0;220.0;941.0;6685.0;3152705.0;False;Magnoliopsida;Abelmoschus moschatus;8312665.0;
5;2941619;8638856.0;Abarema elliptica (Blume) Kosterm.;Abarema elliptica;SPECIES;SYNONYM;88;FUZZY;Plantae;Tracheophyta;Fabales;Fabaceae;Archidendron;6;7707728.0;220.0;1370.0;5386.0;2941201.0;True;Magnoliopsida;Archidendron ellipticum;8638856.0;
6;6;;Plantae;Plantae;KINGDOM;ACCEPTED;99;HIGHERRANK;Plantae;;;;;6;;;;;;False;;;;
7;11333111;;Abroma augusta (L.) Willd.;Abroma augusta;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Abroma;6;7707728.0;220.0;941.0;6685.0;10838483.0;False;Magnoliopsida;Abroma augusta;11333111.0;
8;7716922;8219075.0;Abroma fastuosa Gaertn.;Abroma fastuosa;SPECIES;SYNONYM;99;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Abroma;6;7707728.0;220.0;941.0;6685.0;10838483.0;True;Magnoliopsida;Abroma augustum;8219075.0;2 synonym homonyms
9;5348700;;Abrus fruticulosus Wall. ex Wight & Arn.;Abrus fruticulosus;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Abrus;6;7707728.0;220.0;1370.0;5386.0;2943776.0;False;Magnoliopsida;Abrus fruticulosus;5348700.0;
10;5348711;;Abrus precatorius L.;Abrus precatorius;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Abrus;6;7707728.0;220.0;1370.0;5386.0;2943776.0;False;Magnoliopsida;Abrus precatorius;5348711.0;
11;3152616;3152614.0;Abutilon avicennae Gaertn.;Abutilon avicennae;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Abutilon;6;7707728.0;220.0;941.0;6685.0;3152599.0;True;Magnoliopsida;Abutilon theophrasti;3152614.0;
12;3152516;3152514.0;Abutilon crispum (L.) Medik.;Abutilon crispum;SPECIES;SYNONYM;99;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Herissantia;6;7707728.0;220.0;941.0;6685.0;3152513.0;True;Magnoliopsida;Herissantia crispa;3152514.0;3 synonym homonyms
13;3152599;;Abutilon Tourn. ex Mill.;Abutilon;GENUS;ACCEPTED;99;HIGHERRANK;Plantae;Tracheophyta;Malvales;Malvaceae;Abutilon;6;7707728.0;220.0;941.0;6685.0;3152599.0;False;Magnoliopsida;;;
14;3152634;;Abutilon indicum (L.) Sweet;Abutilon indicum;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Abutilon;6;7707728.0;220.0;941.0;6685.0;3152599.0;False;Magnoliopsida;Abutilon indicum;3152634.0;
15;2978425;6709984.0;Acacia arabica (Lam.) Willd.;Acacia arabica;SPECIES;SYNONYM;96;FUZZY;Plantae;Tracheophyta;Fabales;Fabaceae;Vachellia;6;7707728.0;220.0;1370.0;5386.0;8142432.0;True;Magnoliopsida;Vachellia nilotica;3974744.0;
16;7989631;;Senegalia Raf.;Senegalia;GENUS;ACCEPTED;95;HIGHERRANK;Plantae;Tracheophyta;Fabales;Fabaceae;Senegalia;6;7707728.0;220.0;1370.0;5386.0;7989631.0;False;Magnoliopsida;;;
17;7989631;;Senegalia Raf.;Senegalia;GENUS;ACCEPTED;99;HIGHERRANK;Plantae;Tracheophyta;Fabales;Fabaceae;Senegalia;6;7707728.0;220.0;1370.0;5386.0;7989631.0;False;Magnoliopsida;;;
18;5386;;Fabaceae;Fabaceae;FAMILY;ACCEPTED;99;HIGHERRANK;Plantae;Tracheophyta;Fabales;Fabaceae;;6;7707728.0;220.0;1370.0;5386.0;;False;Magnoliopsida;;;
19;2978466;;Acacia confusa Merr.;Acacia confusa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Acacia;6;7707728.0;220.0;1370.0;5386.0;2978223.0;False;Magnoliopsida;Acacia confusa;2978466.0;
20;2979778;;Acacia decurrens (J.C.Wendl.) Willd.;Acacia decurrens;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Acacia;6;7707728.0;220.0;1370.0;5386.0;2978223.0;False;Magnoliopsida;Acacia decurrens;2979778.0;
21;2979257;2979265.0;Acacia farnesiana (L.) Willd.;Acacia farnesiana;SPECIES;SYNONYM;99;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Vachellia;6;7707728.0;220.0;1370.0;5386.0;8142432.0;True;Magnoliopsida;Vachellia farnesiana;2979265.0;
22;2978568;7769517.0;Acacia leucophloea (Roxb.) Willd.;Acacia leucophloea;SPECIES;SYNONYM;95;FUZZY;Plantae;Tracheophyta;Fabales;Fabaceae;Vachellia;6;7707728.0;220.0;1370.0;5386.0;8142432.0;True;Magnoliopsida;Vachellia leucophloea;7769517.0;
23;2978877;;Acacia oraria F.Muell.;Acacia oraria;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Acacia;6;7707728.0;220.0;1370.0;5386.0;2978223.0;False;Magnoliopsida;Acacia oraria;2978877.0;
24;7989631;;Senegalia Raf.;Senegalia;GENUS;ACCEPTED;99;HIGHERRANK;Plantae;Tracheophyta;Fabales;Fabaceae;Senegalia;6;7707728.0;220.0;1370.0;5386.0;7989631.0;False;Magnoliopsida;;;
25;2980847;7633007.0;Acacia pluricapitata Steud. ex Benth.;Acacia pluricapitata;SPECIES;SYNONYM;99;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Senegalia;6;7707728.0;220.0;1370.0;5386.0;7989631.0;True;Magnoliopsida;Senegalia pluricapitata;7633007.0;2 synonym homonyms
26;2980631;8427317.0;Acacia tomentosa (Rottler) Willd.;Acacia tomentosa;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Vachellia;6;7707728.0;220.0;1370.0;5386.0;8142432.0;True;Magnoliopsida;Vachellia tomentosa;8427317.0;
27;3056381;7225793.0;Acalypha boehmerioides Miq.;Acalypha boehmerioides;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Acalypha;6;7707728.0;220.0;1414.0;4691.0;3055964.0;True;Magnoliopsida;Acalypha lanceolata;3056367.0;
28;3057069;;Acalypha caturus Blume;Acalypha caturus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Acalypha;6;7707728.0;220.0;1414.0;4691.0;3055964.0;False;Magnoliopsida;Acalypha caturus;3057069.0;
29;3056864;;Acalypha grandis Benth.;Acalypha grandis;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Acalypha;6;7707728.0;220.0;1414.0;4691.0;3055964.0;False;Magnoliopsida;Acalypha grandis;3056864.0;
30;3056375;;Acalypha hispida Burm.f.;Acalypha hispida;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Acalypha;6;7707728.0;220.0;1414.0;4691.0;3055964.0;False;Magnoliopsida;Acalypha hispida;3056375.0;
31;3056259;;Acalypha indica L.;Acalypha indica;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Acalypha;6;7707728.0;220.0;1414.0;4691.0;3055964.0;False;Magnoliopsida;Acalypha indica;3056259.0;
32;3056042;;Acalypha siamensis Oliv. ex Gage;Acalypha siamensis;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Acalypha;6;7707728.0;220.0;1414.0;4691.0;3055964.0;False;Magnoliopsida;Acalypha siamensis;3056042.0;
33;6359819;;Acanthus ilicifolius L.;Acanthus ilicifolius;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Acanthus;6;7707728.0;220.0;408.0;2393.0;3173198.0;False;Magnoliopsida;Acanthus ilicifolius;6359819.0;
34;5573815;;Acanthus montanus (Nees) T.Anderson;Acanthus montanus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Acanthus;6;7707728.0;220.0;408.0;2393.0;3173198.0;False;Magnoliopsida;Acanthus montanus;5573815.0;
35;7907188;;Acer laurinum Hassk.;Acer laurinum;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Sapindales;Sapindaceae;Acer;6;7707728.0;220.0;933.0;6657.0;3189834.0;False;Magnoliopsida;Acer laurinum;7907188.0;
36;2760168;2760161.0;Achasma coccineum (Blume) Valeton;Achasma coccineum;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Etlingera;6;7707728.0;196.0;627.0;4687.0;2759895.0;True;Liliopsida;Etlingera coccinea;2760161.0;
37;2760087;2760085.0;Achasma foetens (Blume) Valeton;Achasma foetens;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Etlingera;6;7707728.0;196.0;627.0;4687.0;2759895.0;True;Liliopsida;Etlingera foetens;2760085.0;
38;2760133;2760129.0;Achasma megalocheilos Griff.;Achasma megalocheilos;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Etlingera;6;7707728.0;196.0;627.0;4687.0;2759895.0;True;Liliopsida;Etlingera megalocheilos;2760129.0;
39;3120060;;Achillea millefolium L.;Achillea millefolium;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Achillea;6;7707728.0;220.0;414.0;3065.0;3119995.0;False;Magnoliopsida;Achillea millefolium;3120060.0;
40;9036864;;Achimenes grandiflora (Schiede) A.DC.;Achimenes grandiflora;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Gesneriaceae;Achimenes;6;7707728.0;220.0;408.0;6654.0;3233488.0;False;Magnoliopsida;Achimenes grandiflora;9036864.0;
41;6365250;;Achimenes longiflora DC.;Achimenes longiflora;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Gesneriaceae;Achimenes;6;7707728.0;220.0;408.0;6654.0;3233488.0;False;Magnoliopsida;Achimenes longiflora;6365250.0;
42;5333693;2885158.0;Achras zapota L.;Achras zapota;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Ericales;Sapotaceae;Manilkara;6;7707728.0;220.0;1353.0;8802.0;2885024.0;True;Magnoliopsida;Manilkara zapota;2885158.0;
43;6;;Plantae;Plantae;KINGDOM;ACCEPTED;99;HIGHERRANK;Plantae;;;;;6;;;;;;False;;;;
44;3085168;;Achyranthes aspera L.;Achyranthes aspera;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Caryophyllales;Amaranthaceae;Achyranthes;6;7707728.0;220.0;422.0;3064.0;3085166.0;False;Magnoliopsida;Achyranthes aspera;3085168.0;
45;2873769;;Acorus calamus L.;Acorus calamus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Acorales;Acoraceae;Acorus;6;7707728.0;196.0;7227341.0;3719.0;2730063.0;False;Liliopsida;Acorus calamus;2873769.0;
46;2783284;2783276.0;Acriopsis javanica Reinw. ex Blume;Acriopsis javanica;SPECIES;SYNONYM;99;EXACT;Plantae;Tracheophyta;Asparagales;Orchidaceae;Acriopsis;6;7707728.0;196.0;1169.0;7689.0;2783267.0;True;Liliopsida;Acriopsis liliifolia;8414553.0;2 synonym homonyms
47;5353872;7491932.0;Acrocarpus combretiflorus Teijsm. & Binn.;Acrocarpus combretiflorus;SPECIES;SYNONYM;95;FUZZY;Plantae;Tracheophyta;Fabales;Fabaceae;Acrocarpus;6;7707728.0;220.0;1370.0;5386.0;2956859.0;True;Magnoliopsida;Acrocarpus fraxinifolius;7491932.0;
48;2739149;7413879.0;Acrocomia mexicana Karw. ex Mart.;Acrocomia mexicana;SPECIES;SYNONYM;85;FUZZY;Plantae;Tracheophyta;Arecales;Arecaceae;Acrocomia;6;7707728.0;196.0;552.0;7681.0;2739147.0;True;Liliopsida;Acrocomia aculeata;7413879.0;2 synonym homonyms
49;3836782;3836457.0;Acronychia laurifolia Blume;Acronychia laurifolia;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Sapindales;Rutaceae;Acronychia;6;7707728.0;220.0;933.0;2396.0;3190065.0;True;Magnoliopsida;Acronychia pedunculata;3836457.0;
50;5792427;3834662.0;Acronychia porteri Hook.fil.;Acronychia porteri;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Sapindales;Rutaceae;Maclurodendron;6;7707728.0;220.0;933.0;2396.0;7269218.0;True;Magnoliopsida;Maclurodendron porteri;3834662.0;
51;7958681;;Acrotrema costatum Jack;Acrotrema costatum;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Dilleniales;Dilleniaceae;Acrotrema;6;7707728.0;220.0;947.0;2511.0;3234616.0;False;Magnoliopsida;Acrotrema costatum;7958681.0;
52;3063334;;Actephila Blume;Actephila;GENUS;ACCEPTED;96;HIGHERRANK;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Actephila;6;7707728.0;220.0;1414.0;8807.0;3063334.0;False;Magnoliopsida;;;
53;3189694;;Actinidia chinensis Planch.;Actinidia chinensis;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ericales;Actinidiaceae;Actinidia;6;7707728.0;220.0;1353.0;2385.0;3189691.0;False;Magnoliopsida;Actinidia chinensis;3189694.0;
54;4178224;4178252.0;Actinodaphne areolata Blume;Actinodaphne areolata;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;True;Magnoliopsida;Actinodaphne angustifolia;4178252.0;
55;7304176;;Actinodaphne Nees;Actinodaphne;GENUS;ACCEPTED;96;HIGHERRANK;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;;;
56;4177722;;Actinodaphne glabra Blume;Actinodaphne glabra;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;Actinodaphne glabra;4177722.0;
57;4177686;;Actinodaphne glomerata (Blume) Nees;Actinodaphne glomerata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;Actinodaphne glomerata;4177686.0;
58;4177674;;Actinodaphne gracilis Miq.;Actinodaphne gracilis;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;Actinodaphne gracilis;4177674.0;
59;4177402;;Actinodaphne macrophylla (Blume) Nees;Actinodaphne macrophylla;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;Actinodaphne macrophylla;4177402.0;
60;4177366;4177402.0;Actinodaphne maingayi Hook.fil.;Actinodaphne maingayi;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;True;Magnoliopsida;Actinodaphne macrophylla;4177402.0;
61;4177296;;Actinodaphne moluccana Blume;Actinodaphne moluccana;SPECIES;ACCEPTED;96;FUZZY;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;Actinodaphne moluccana;4177296.0;
62;4177024;;Actinodaphne procera (Blume) Nees;Actinodaphne procera;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;Actinodaphne procera;4177024.0;
63;4176903;;Actinodaphne rumphii Blume;Actinodaphne rumphii;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;Actinodaphne rumphii;4176903.0;
64;4176702;;Actinodaphne sphaerocarpa (Blume) Nees;Actinodaphne sphaerocarpa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Actinodaphne;6;7707728.0;220.0;407.0;6688.0;7304176.0;False;Magnoliopsida;Actinodaphne sphaerocarpa;4176702.0;
65;8054358;5706107.0;Actinophora buurmanii (Koord. & Valeton) Koord.;Actinophora buurmanii;SPECIES;SYNONYM;97;FUZZY;Plantae;Tracheophyta;Malvales;Malvaceae;Schoutenia;6;7707728.0;220.0;941.0;6685.0;3233944.0;True;Magnoliopsida;Schoutenia kunstleri;5706107.0;
66;5706114;5706100.0;Actinophora fragrans Wall.;Actinophora fragrans;SPECIES;SYNONYM;99;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Schoutenia;6;7707728.0;220.0;941.0;6685.0;3233944.0;True;Magnoliopsida;Schoutenia ovata;5706100.0;2 synonym homonyms
67;2735548;;Actinorhytis calapparia (Blume) H.Wendl. & Drude ex Scheff.;Actinorhytis calapparia;SPECIES;ACCEPTED;95;FUZZY;Plantae;Tracheophyta;Arecales;Arecaceae;Actinorhytis;6;7707728.0;196.0;552.0;7681.0;2735547.0;False;Liliopsida;Actinorhytis calapparia;2735548.0;
68;6;;Plantae;Plantae;KINGDOM;ACCEPTED;99;HIGHERRANK;Plantae;;;;;6;;;;;;False;;;;
69;5406695;;Adansonia digitata L.;Adansonia digitata;SPECIES;ACCEPTED;96;FUZZY;Plantae;Tracheophyta;Malvales;Malvaceae;Adansonia;6;7707728.0;220.0;941.0;6685.0;3152213.0;False;Magnoliopsida;Adansonia digitata;5406695.0;
70;5380224;3071623.0;Adelia neriifolia B.Heyne ex Roth;Adelia neriifolia;SPECIES;SYNONYM;99;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Homonoia;6;7707728.0;220.0;1414.0;4691.0;3071618.0;True;Magnoliopsida;Homonoia riparia;3071623.0;2 synonym homonyms
71;7661744;2951840.0;Adenanthera bicolor Moon ex Thwaites;Adenanthera bicolor;SPECIES;SYNONYM;99;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Adenanthera;6;7707728.0;220.0;1370.0;5386.0;2951839.0;True;Magnoliopsida;Adenanthera aglaosperma;2951840.0;
72;2968268;10691906.0;Adenanthera falcata L.;Adenanthera falcata;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Falcataria;6;7707728.0;220.0;1370.0;5386.0;2968261.0;True;Magnoliopsida;Falcataria falcata;10691906.0;
73;2951847;7067642.0;Adenanthera gersenii Scheff.;Adenanthera gersenii;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Adenanthera;6;7707728.0;220.0;1370.0;5386.0;2951839.0;True;Magnoliopsida;Adenanthera pavonina;2951846.0;
74;2951846;;Adenanthera pavonina L.;Adenanthera pavonina;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Adenanthera;6;7707728.0;220.0;1370.0;5386.0;2951839.0;False;Magnoliopsida;Adenanthera pavonina;2951846.0;
75;2951844;2951851.0;Adenanthera tamarindifolia Pierre;Adenanthera tamarindifolia;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Adenanthera;6;7707728.0;220.0;1370.0;5386.0;2951839.0;True;Magnoliopsida;Adenanthera microsperma;2951851.0;
76;5527836;;Adenia cordifolia (Blume) Engl.;Adenia cordifolia;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Malpighiales;Passifloraceae;Adenia;6;7707728.0;220.0;1414.0;2378.0;3231271.0;False;Magnoliopsida;Adenia cordifolia;5527836.0;
77;5527666;5527769.0;Adenia palmata (Lam.) Engl.;Adenia palmata;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malpighiales;Passifloraceae;Adenia;6;7707728.0;220.0;1414.0;2378.0;3231271.0;True;Magnoliopsida;Adenia hondala;5527769.0;
78;5527615;5527712.0;Adenia singaporeana Engl.;Adenia singaporeana;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malpighiales;Passifloraceae;Adenia;6;7707728.0;220.0;1414.0;2378.0;3231271.0;True;Magnoliopsida;Adenia macrophylla;7313421.0;
79;3619385;7317099.0;Adenium coetaneum Stapf;Adenium coetaneum;SPECIES;SYNONYM;96;FUZZY;Plantae;Tracheophyta;Gentianales;Apocynaceae;Adenium;6;7707728.0;220.0;412.0;6701.0;7155880.0;True;Magnoliopsida;Adenium obesum;7155887.0;
80;3082202;3082193.0;Adenocrepis javanica Blume;Adenocrepis javanica;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Baccaurea;6;7707728.0;220.0;1414.0;8807.0;3070795.0;True;Magnoliopsida;Baccaurea javanica;3082193.0;
81;3132231;3094604.0;Adenostemma fastigiatum (Blume) DC.;Adenostemma fastigiatum;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Adenostemma;6;7707728.0;220.0;414.0;3065.0;3094598.0;True;Magnoliopsida;Adenostemma viscosum;3094604.0;
82;3173106;3173105.0;Adhatoda vasica Nees;Adhatoda vasica;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Justicia;6;7707728.0;220.0;408.0;2393.0;2904597.0;True;Magnoliopsida;Justicia adhatoda;3173105.0;
83;2919171;;Adina fagifolia (Teijsm. & Binn. ex Havil.) Valeton ex Merr.;Adina fagifolia;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Gentianales;Rubiaceae;Adina;6;7707728.0;220.0;412.0;8798.0;2895027.0;False;Magnoliopsida;Adina fagifolia;2919171.0;
84;2903024;9594413.0;Adina minutiflora Valeton;Adina minutiflora;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Gentianales;Rubiaceae;Adina;6;7707728.0;220.0;412.0;8798.0;2895027.0;True;Magnoliopsida;Adina eurhyncha;9594413.0;
85;2909134;2909139.0;Adina polycephala Benth.;Adina polycephala;SPECIES;SYNONYM;95;FUZZY;Plantae;Tracheophyta;Gentianales;Rubiaceae;Adina;6;7707728.0;220.0;412.0;8798.0;2895027.0;True;Magnoliopsida;Adina trichotoma;2909139.0;
86;2903025;9594413.0;Adina rubescens Hemsl.;Adina rubescens;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Gentianales;Rubiaceae;Adina;6;7707728.0;220.0;412.0;8798.0;2895027.0;True;Magnoliopsida;Adina eurhyncha;9594413.0;
87;3589946;;Adinandra brefeldii Koord.;Adinandra brefeldii;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ericales;Pentaphylacaceae;Adinandra;6;7707728.0;220.0;1353.0;4259202.0;7313756.0;False;Magnoliopsida;Adinandra brefeldii;3589946.0;
88;3592211;3592169.0;Adinandra cyrtopoda Miq.;Adinandra cyrtopoda;SPECIES;SYNONYM;96;FUZZY;Plantae;Tracheophyta;Ericales;Pentaphylacaceae;Adinandra;6;7707728.0;220.0;1353.0;4259202.0;7313756.0;True;Magnoliopsida;Adinandra dumosa;3592169.0;
89;3591930;3591519.0;Adinandra lamponga Miq.;Adinandra lamponga;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Ericales;Pentaphylacaceae;Adinandra;6;7707728.0;220.0;1353.0;4259202.0;7313756.0;True;Magnoliopsida;Adinandra sarosanthera;3591519.0;
90;2952276;;Adinobotrys atropurpureus (Wall.) Dunn;Adinobotrys atropurpureus;SPECIES;ACCEPTED;96;FUZZY;Plantae;Tracheophyta;Fabales;Fabaceae;Adinobotrys;6;7707728.0;220.0;1370.0;5386.0;2943129.0;False;Magnoliopsida;Adinobotrys atropurpureus;2952276.0;
91;6;;Plantae;Plantae;KINGDOM;ACCEPTED;99;HIGHERRANK;Plantae;;;;;6;;;;;;False;;;;
92;6;;Plantae;Plantae;KINGDOM;ACCEPTED;99;HIGHERRANK;Plantae;;;;;6;;;;;;False;;;;
93;6;;Plantae;Plantae;KINGDOM;ACCEPTED;99;HIGHERRANK;Plantae;;;;;6;;;;;;False;;;;
94;6;;Plantae;Plantae;KINGDOM;ACCEPTED;99;HIGHERRANK;Plantae;;;;;6;;;;;;False;;;;
95;3721362;;Aegiceras corniculatum (L.) Blanco;Aegiceras corniculatum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ericales;Primulaceae;Aegiceras;6;7707728.0;220.0;1353.0;6674.0;6437789.0;False;Magnoliopsida;Aegiceras corniculatum;3721362.0;
96;5289894;4144505.0;Aegilops exaltata L.;Aegilops exaltata;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Ophiuros;6;7707728.0;196.0;1369.0;3073.0;4144292.0;True;Liliopsida;Ophiuros exaltatus;4144505.0;
97;3173321;;Aeginetia indica L.;Aeginetia indica;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Lamiales;Orobanchaceae;Aeginetia;6;7707728.0;220.0;408.0;6651.0;3173320.0;False;Magnoliopsida;Aeginetia indica;3173321.0;
98;3728122;;Aeginetia pedunculata (Roxb.) Wallr.;Aeginetia pedunculata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Orobanchaceae;Aeginetia;6;7707728.0;220.0;408.0;6651.0;3173320.0;False;Magnoliopsida;Aeginetia pedunculata;3728122.0;
99;5421195;;Aegle marmelos (L.) Corrêa;Aegle marmelos;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Sapindales;Rutaceae;Aegle;6;7707728.0;220.0;933.0;2396.0;8397331.0;False;Magnoliopsida;Aegle marmelos;5421195.0;
