;id;species;varietas;family;penemu;referensi
2922;K0301334;Phaseolus Martimis;;Papilionaceae;Rumph;EISAI
2923;K0301335;Phaseolus Mungo;;Papilionaceae;L;EISAI
2924;K0000153;Phaseolus Radiatus;;Papilionaceae;L.;MMI
2925;K0301336;Phaseolus Scaberulus;;Papilionaceae;Miq;EISAI
2926;K0100087;Phaseolus Vulgaris ;;Papilionaceae;L;dr.Setiawan Jilid 5
2927;K0300436;Phoberos Roxburghii;;Flacourtiaceae;;EISAI
2928;K0300158;Phoebe Declinata;;Lauraceae ;Nees;EISAI
2929;K0300159;Phoebe Multiflora;;Lauraceae ;Bi;EISAI
2930;K0300160;Phoebe Opaca;;Lauraceae ;Bi;EISAI
2931;K0302978;Phoenicophorium Borsigiana;;Arecaceae;;EISAI
2932;K0302979;Phoenix Canariensis;;Arecaceae;Chaub;EISAI
2933;K0302980;Phoenix Dactylifera;;Arecaceae;L;EISAI
2934;K0302981;Phoenix Humilis;;Arecaceae;Royle;EISAI
2935;K0302982;Phoenix Paludosa;;Arecaceae;Roxb;EISAI
2936;K0302983;Phoenix Rupicola;;Arecaceae;Anders;EISAI
2937;K0302984;Pholidocarpus Ihur;;Arecaceae;Bi;EISAI
2938;K0302985;Pholidocarpus Kingianus;;Arecaceae;Ridl;EISAI
2939;K0302986;Pholidocarpus Macrocarpus;;Arecaceae;Becc;EISAI
2940;K0302987;Pholidocarpus Majadum;;Arecaceae;Becc;EISAI
2941;K0302988;Pholidocarpus Sumatrana;;Arecaceae;Becc;EISAI
2942;K0302783;Phormium Tenax;;Agavaceae;J.R & G.Forst;EISAI
2943;K0303348;Phragmites Communis;;Poaceae;Trin;EISAI
2944;K0302682;Phrynium Capitatum;;Marantaceae;Auct;EISAI
2945;K0301030;Phyllanthus Accrescens;;Euphorbiaceae;Jj.Sm;EISAI
2946;K0000155;Phyllanthus Acidus;;Euphorbiaceae;(L.) Skeels;MMI
2947;K0301031;Phyllanthus Buxifolius;;Euphorbiaceae;Muell.Arg;EISAI
2948;K0301032;Phyllanthus Indicus;;Euphorbiaceae;Muell.Arg;EISAI
2949;K0000168;Phyllanthus Niruri;;Euphorbiaceae;L;MMI
2950;K0301033;Phyllanthus Pulcher;;Euphorbiaceae;Wall;EISAI
2951;K0300905;Phyllanthus Reticulatus;;Euphorbiaceae;Poir;EISAI
2952;K0301035;Phyllanthus Spec;;Euphorbiaceae;;EISAI
2953;K0301034;Phyllanthus Virgatus;;Euphorbiaceae;Forest;EISAI
2954;K0301508;Phyllochlamys Taxoides;;Moraceae;Heyne;EISAI
2955;K0303349;Phyllostachys Aurea;;Poaceae;A &Ch Riviere;EISAI
2956;K0000159;Physalis Angulata;;Solanaceae;L;MMI
2957;K0302333;Physalis Peruviana;;Solanaceae;L;EISAI
2958;K0302989;Phytelephas Macrocarpa;;Arecaceae;Ruiz & Pavon;EISAI
2959;K0302990;Phytelephas Microcarpa;;Arecaceae;Ruiz & Pavon;EISAI
2960;K0301560;Phytocrene Bracteata;;Icacinaceae;Wall;EISAI
2961;K0301681;Picrasma Javanica;;Simarubaceae;Bi;EISAI
2962;K0302404;Picrorhiza Kurrooa;;Scrophulariaceae;Benth;EISAI
2963;K0301535;Pilea Carcarea;;Urticaceae;Ridl;EISAI
2964;K0301536;Pilea Melastomoides;;Urticaceae;Wedd;EISAI
2965;K0301537;Pilea Microphylla;;Urticaceae;Liebm;EISAI
2966;K0301036;Pimeleodendron Macrocarpum;;Euphorbiaceae;JJ.Sm;EISAI
2967;K0301037;Pimeleodendron Papaveroides;;Euphorbiaceae;JJ.Sm;EISAI
2968;K0300623;Pimenta Acris;;Myrtaceae;Kostel;EISAI
2969;K0300624;Pimenta Officinalis;;Myrtaceae;Lindl;EISAI
2970;K0301853;Pimpinella Alpina;;Apiaceae;Kds;EISAI
2971;K0200048;Pimpinella Anisum;;Apiaceae;L;WHO Jilid 3
2972;K0302991;Pinanga Furfuracea;;Arecaceae;Bi;EISAI
2973;K0302992;Pinanga Malaiana;;Arecaceae;Scheff;EISAI
2974;K0302993;Pinanga Patula ;;Arecaceae;Bi;EISAI
2975;K0300015;Pinus Merkusii;;Pinaceae;Jung & De.Vr;EISAI
2976;K0300247;Piper Aduncum;;Piperaceae;L;EISAI
2977;K0300248;Piper Attenuatum;;Piperaceae;Miq;EISAI
2978;K0300249;Piper Bantamense;;Piperaceae;Bi;EISAI
2979;K0000165;Piper Betle;;Piperaceae;Linn;MMI
2980;K0300250;Piper Caducibracteum;;Piperaceae;C.Dc;EISAI
2981;K0300251;Piper Caninum;;Piperaceae;Bi;EISAI
2982;K0300252;Piper Crassipes;;Piperaceae;Kort;EISAI
2983;K0000169;Piper Cubeba;;Piperaceae;Linn;MMI
2984;K0300253;Piper Decumanum;;Piperaceae;L;EISAI
2985;K0300254;Piper Fragile;;Piperaceae;Benth;EISAI
2986;K0200035;Piper Methysticum;;Piperaceae;G.Forst;WHO Jilid 2
2987;K0300255;Piper Miniatum;;Piperaceae;Bi;EISAI
2988;K0000166;Piper Nigrum;;Piperaceae;L;MMI
2989;K0300256;Piper Pedicellosum;;Piperaceae;Wall;EISAI
2990;K0300257;Piper Ramipilum;;Piperaceae;C.Dc;EISAI
2991;K0000170;Piper Retrofractum;;Piperaceae;Vahl;MMI
2992;K0300243;Piper Sarmentosum;;Piperaceae;Roxb;EISAI
2993;K0300258;Piper Stylosum;;Piperaceae;Miq;EISAI
2994;K0300259;Piper Umbellatum;;Piperaceae;L;EISAI
2995;K0301538;Pipturus Repandus;;Urticaceae;Wedd;EISAI
2996;K0000154;Pisonia Grandis;Sylvestris(T. & B.) Heim;Nyctaginaceae;R.Br;MMI
2997;K0300393;Pisonia Longirostris;;Nyctaginaceae;T&B;EISAI
2998;K0100062;Pistia Stratiotes ;;Araceae;L;dr.Setiawan Jilid 4
2999;K0301198;Pithecellobium Affine;;Mimosaceae;Bak;EISAI
3000;K0301199;Pithecellobium Bubalinum;;Mimosaceae;Benth;EISAI
3001;K0301200;Pithecellobium Confertum;;Mimosaceae;Benth;EISAI
3002;K0301201;Pithecellobium Dulce;;Mimosaceae;Benth;EISAI
3003;K0301202;Pithecellobium Fagifolium;;Mimosaceae;BI;EISAI
3004;K0301203;Pithecellobium Jiringa;;Mimosaceae;Prain;EISAI
3005;K0301204;Pithecellobium Kunstleri;;Mimosaceae;Prain;EISAI
3006;K0301205;Pithecellobium Microcarpum;;Mimosaceae;Benth;EISAI
3007;K0301206;Pithecellobium Minahassae;;Mimosaceae;T & B;EISAI
3008;K0301207;Pithecellobium Spec;;Mimosaceae;;EISAI
3009;K0300413;Pittosporum Ferrugineum;;Pittosporaceae;Ait;EISAI
3010;K0301938;Planchonella Ferruginea;;Sapotaceae;Pierre;EISAI
3011;K0301939;Planchonella Firma;;Sapotaceae;Dubard;EISAI
3012;K0301940;Planchonella Vrieseana;;Sapotaceae;Dubard;EISAI
3013;K0300651;Planchonia Grandis;;Lecythidaceae;Ridl;EISAI
3014;K0300652;Planchonia Littoralis;;Lecythidaceae;BI;EISAI
3015;K0200068;Plantago Afra;;Plantaginaceae;L;WHO Jilid 1
3016;K0200069;Plantago Indica;;Plantaginaceae;L;WHO Jilid 1
3017;K0000171;Plantago Major;;Plantaginaceae;L;MMI
3018;K0200070;Plantago Ovata;;Plantaginaceae;Forsk;WHO Jilid 3
3019;K0301561;Platea Corniculata;;Icacinaceae;Becc;EISAI
3020;K0100112;Platycodon Grandiflorum ;;Campanulaceae;[Jacq.]A. Dc.];dr.Setiawan Jilid 6
3021;K0302994;Plectocomia Elongata;;Arecaceae;Bi;EISAI
3022;K0302995;Plectocomia Griffithii;;Arecaceae;Becc;EISAI
3023;K0302996;Plectocomia Muelleri;;Arecaceae;Bi;EISAI
3024;K0302997;Plectocomia Wrayi;;Arecaceae;Becc;EISAI
3025;K0302998;Plectocomiopsis Borneensis;;Arecaceae;Becc;EISAI
3026;K0302999;Plectocomiopsis Geminiflorus;;Arecaceae;Becc;EISAI
3027;K0000173;Plectranthus Amboinicus;;Labiatae;L. Spreng;MMI
3028;K0000174;Plectranthus Scutellarioides;;Labiatae;L;MMI
3029;K0302207;Plectronia Lucidula;;Rubiaceae;Val;EISAI
3030;K0302208;Plectronia Sumatrana;;Rubiaceae;Val;EISAI
3031;K0000156;Pleomele Angustifolia;;Agavaceae;(Roxb.) N.E.Br;MMI
3032;K0000157;Pluchea Indica;;Asteraceae;(L.) Less;MMI
3033;K0302302;Plumbago Indica;;Plumbaginaceae;L;EISAI
3034;K0000160;Plumbago Zeylanica;;Plumbaginaceae;L;MMI
3035;K0100107;Plumeria Rubra; Var. Acutifolia [Poir[ Bailey;Apocynaceae;L;dr.Setiawan Jilid 6
3036;K0302209;Plyphragmon Sericeum;;Rubiaceae;Desf;EISAI
3037;K0303350;Poa Annua;;Poaceae;L;EISAI
3038;K0303351;Poa Trivialis;;Poaceae;L;EISAI
3039;K0301038;Podadenia Javanica;;Euphorbiaceae;JJ.Sm;EISAI
3040;K0300008;Podocarpus Amara;;Podocarpaceae;BI;EISAI
3041;K0300009;Podocarpus Beccari;;Podocarpaceae;Parl;EISAI
3042;K0300010;Podocarpus Blumei;;Podocarpaceae;Endl;EISAI
3043;K0300011;Podocarpus Bracteata;;Podocarpaceae;BI;EISAI
3044;K0300012;Podocarpus Cupresina;;Podocarpaceae;;EISAI
3045;K0300014;Podocarpus Polystachyus;;Podocarpaceae;R.Br;EISAI
3046;K0302725;Podolasia Stipitata;;Araceae ;N.E.Br;EISAI
3047;K0300675;Pogonantherum Pulverulenta;;Melastomataceae;BI;EISAI
3048;K0303352;Pogonatherum Crinitum;;Poaceae;Kuntze;EISAI
3049;K0000161;Pogostemon Cablin;;Lamiaceae;(Blanco.) Bth;MMI
3050;K0301509;Poikilospermum Scortechinii;;Moraceae;Merr;EISAI
3051;K0300275;Polanisia Angulata;;Capparaceae;;EISAI
3052;K0302752;Polianthes Tuberosa;;Amaryllidaceae;L;EISAI
3053;K0302590;Pollia Serzogonensis;;Commelinaceae;Endl;EISAI
3054;K0303353;Pollinia Argentea;;Poaceae;Trin;EISAI
3055;K0303354;Pollinia Articulata;;Poaceae;Trin;EISAI
3056;K0303355;Pollinia Ciliata;;Poaceae;Trin;EISAI
3057;K0303356;Pollinia Clavigera;;Poaceae;Backer;EISAI
3058;K0303357;Pollinia Dispar;;Poaceae;Steud;EISAI
3059;K0303358;Pollinia Fimbriata;;Poaceae;Hack;EISAI
3060;K0303359;Pollinia Nuda;;Poaceae;Trin;EISAI
3061;K0303360;Pollinia Quadeinervis;;Poaceae;Hack;EISAI
3062;K0303361;Pollinia Spectabilis;;Poaceae;Trin;EISAI
3063;K0300076;Polyalthia Canagioides;;Annonaceae;Boerl;EISAI
3064;K0300077;Polyalthia Glauca;;Annonaceae;Boerl;EISAI
3065;K0300078;Polyalthia Hypoleuca;;Annonaceae;Hook.F. & Th ;EISAI
3066;K0300079;Polyalthia Longifolia;;Annonaceae;Thm;EISAI
3067;K0300080;Polyalthia Oblonga;;Annonaceae;King;EISAI
3068;K0300081;Polyalthia Rumphii;;Annonaceae;Merr;EISAI
3069;K0300082;Polyalthia Sumatrana;;Annonaceae;King;EISAI
3070;K0300292;Polygala Brachyastachya;;Polycalaceae;Bi;EISAI
3071;K0300293;Polygala Butyraceae;;Polycalaceae;Heck;EISAI
3072;K0300294;Polygala Glomerata;;Polycalaceae;Lour;EISAI
3073;K0300295;Polygala Paniculata;;Polycalaceae;L;EISAI
3074;K0200039;Polygala Senega;Var Latifolia Torrey Et Gray;Polygalaceae;L ;WHO Jilid 2
3075;K0300318;Polygonum Barbatum;;Polygonaceae;L;EISAI
3076;K0300319;Polygonum Chinense;;Polygonaceae;L;EISAI
3077;K0300320;Polygonum Flaccidum;;Polygonaceae;Meissn ;EISAI
3078;K0300315;Polygonum Perfoliatum ;;Polygonaceae;;EISAI
3079;K0300321;Polygonum Pubescens;;Polygonaceae;Bi;EISAI
3080;K0301051;Polyosma Conocarpa;;Escalloniacea;Ridl;EISAI
3081;K0301052;Polyosma Longipes;;Escalloniacea;K & V;EISAI
3082;K0303362;Polypogon Monspeliensis;;Poaceae;Desf;EISAI
3083;K0303364;Polytoca Bracteata;;Poaceae;R.Br;EISAI
3084;K0303365;Polytoca Macrophylla;;Poaceae;Benth;EISAI
3085;K0303363;Polytrias Amaura;;Poaceae;O.K;EISAI
3086;K0301777;Pometia Alnifolia;;Sapindaceae;Radlk;EISAI
3087;K0301778;Pometia Pinnata;;Sapindaceae;Forst;EISAI
3088;K0301779;Pometia Spec;;Sapindaceae;;EISAI
3089;K0301317;Pongamia Pinnata;;Papilionaceae;Merr;EISAI
3090;K0300083;Popowia Pisocarpa;;Annonaceae;Endl;EISAI
3091;K0302391;Porana Volubilis;;Convolvulaceae;Burm.F;EISAI
3092;K0300312;Portulaca Cincta;;Portulaceae;Fenzi;EISAI
3093;K0100050;Portulaca Grandiflora ;;Portulacaceae;Hook;dr.Setiawan Jilid 3
3094;K0300313;Portulaca Minima;;Portulaceae;;EISAI
3095;K0000162;Portulaca Oleracea;;Portulacaceae;Linn;MMI
3096;K0301059;Potentilla Kleiniana;;Rosaceae;W & A;EISAI
3097;K0302726;Pothos Longi Pedunculatus;;Araceae ;Engl;EISAI
3098;K0302035;Pottsia Cantonensia;;Apocynaceae;Hook & Ain;EISAI
3099;K0000163;Pouzolzia Zeylanica;;Urticaceae;(L.) Benn;MMI
3100;K0301510;Prainea Microcephala;;Moraceae;JJ.Sm;EISAI
3101;K0302307;Pratia Nummularia;;Lobeliaceae;;EISAI
3102;K0302530;Premna Cordifolia;;Verbenaceae;Roxb;EISAI
3103;K0302531;Premna Divaricata;;Verbenaceae;Wall;EISAI
3104;K0302532;Premna Flavida;;Verbenaceae;Miq;EISAI
3105;K0302533;Premna Foetida;;Verbenaceae;Reinw;EISAI
3106;K0302534;Premna Parasitica;;Verbenaceae;Bi;EISAI
3107;K0302210;Prismatomeris Albidiflora;;Rubiaceae;Thw;EISAI
3108;K0301539;Procris Laevigata;;Urticaceae;Bi;EISAI
3109;K0301208;Prosopis Juliflora;;Mimosaceae;Dc;EISAI
3110;K0301209;Prosopis Spicigera;;Mimosaceae;L;EISAI
3111;K0302684;Protolirion Paraduxum;;Petrosaviaceae;Ridl;EISAI
3112;K0200036;Prunus Africana;;Rosaceae;(Hook.F) Kalkman;WHO Jilid 2
3113;K0200049;Prunus Armeniaca;;Rosaceae;L;WHO Jilid 3
3114;K0302478;Pseuderanthemum Eldorado;;Acanthaceae;Radlk;EISAI
3115;K0302479;Pseuderanthemum Graciliflorum;;Acanthaceae;Ridl;EISAI
3116;K0302695;Pseudochina Alba Angustifolia;;Smilacaceae;Rumph;EISAI
3117;K0302696;Pseudochina Alba Latifolia;;Smilacaceae;Rumph;EISAI
3118;K0300625;Psidium Acre;;Myrtaceae;Ten;EISAI
3119;K0300626;Psidium Cattleyanum;;Myrtaceae;Sabine;EISAI
3120;K0000172;Psidium Guajava;;Myrtaceae;Linn;MMI
3121;K0301337;Psophocarpus Longependuculatus;;Papilionaceae;Hassk;EISAI
3122;K0000164;Psophocarpus Tetragonolobus;;Papilionaceae;(L.) DC;MMI
3123;K0302211;Psychotria Angulata;;Rubiaceae;Korth;EISAI
3124;K0302212;Psychotria Jackii;;Rubiaceae;Hook.F;EISAI
3125;K0302214;Psychotria Obovata;;Rubiaceae;Wall;EISAI
3126;K0302213;Psychotria Ovoidea;;Rubiaceae;Wall;EISAI
3127;K0302215;Psychotria Sarmentosa;;Rubiaceae;Bi;EISAI
3128;K0302216;Psychotria Spec;;Rubiaceae;;EISAI
3129;K0302217;Psychotria Stipulacea;;Rubiaceae;Wall;EISAI
3130;K0301338;Pterocarpus Dalbergioides;;Papilionaceae;Roxb;EISAI
3131;K0301339;Pterocarpus Erinaceus;;Papilionaceae;F.Vill;EISAI
3132;K0301340;Pterocarpus Erinaceus;;Papilionaceae;Lam;EISAI
3133;K0000158;Pterocarpus Indicus;;Papilionaceae;Willd;MMI
3134;K0301341;Pterocarpus Macrocarpus;;Papilionaceae;Kurz;EISAI
3135;K0301342;Pterocarpus Marsupium;;Papilionaceae;Roxb;EISAI
3136;K0301343;Pterocarpus Santalinus;;Papilionaceae;L;EISAI
3137;K0300817;Pterocymbium Javanicum;;Sterculiaceae;R.Bc;EISAI
3138;K0300818;Pterospermum Acerifolium;;Sterculiaceae;Willd;EISAI
3139;K0300819;Pterospermum Blumeanum;;Sterculiaceae;Korth;EISAI
3140;K0300820;Pterospermum Celebicum;;Sterculiaceae;Miq;EISAI
3141;K0300821;Pterospermum Jackianum;;Sterculiaceae;Wall;EISAI
3142;K0300822;Pterospermum Semisagittatum;;Sterculiaceae;Buch-Ham;EISAI
3143;K0303000;Ptychococcus Paradoxa;;Arecaceae;Becc;EISAI
3144;K0301039;Ptychopyxis Javanica;;Euphorbiaceae;Croizat;EISAI
3145;K0303001;Ptychorhaphis Angusta;;Arecaceae;Becc;EISAI
3146;K0303002;Ptychosperma Macarthuri;;Arecaceae;Wendl;EISAI
3147;K0303003;Ptychosperma Sanderiana ;;Arecaceae;Ridl;EISAI
3148;K0301328;Pueraria Lobata;;Papilionaceae;Willd;EISAI
3149;K0301344;Pueraria Phaseoloides;;Papilionaceae;Benth;EISAI
3150;K0000175;Punica Granatum;;Punicaceae;L;MMI
3151;K0301067;Pygeum Arboureum ;;Rosaceae;Endl;EISAI
3152;K0301068;Pygeum Celebicum;;Rosaceae;Miq;EISAI
3153;K0301069;Pygeum Parviflorum;;Rosaceae;T & B;EISAI
3154;K0300084;Pyramidanthe Prismatica;;Annonaceae;Sinclair;EISAI
3155;K0300502;Pyrenaria Acuminata;;Theaceae;Planch;EISAI
3156;K0100032;Pyrrosia Nummularifolia ;;Polypodiaceae;[Sw.] Ching;dr.Setiawan Jilid 2
3157;K0100119;Quamoclit Pennata;;Convolvulaceae; [Desr.] Boj;dr.Setiawan Jilid 6
3158;K0301682;Quassia Amara;;Simarubaceae;L;EISAI
3159;K0301683;Quassia Indica;;Simarubaceae;Gaertn;EISAI
3160;K0301403;Quercus Amalokos;;Fagaceae;Korth;EISAI
3161;K0301384;Quercus Argentata;;Fagaceae;Korth;EISAI
3162;K0301385;Quercus Bancana;;Fagaceae;Scheff;EISAI
3163;K0301386;Quercus Bennettii;;Fagaceae;Miq;EISAI
3164;K0301387;Quercus Blumeana;;Fagaceae;Korth;EISAI
3165;K0301388;Quercus Celebica;;Fagaceae;Miq;EISAI
3166;K0301389;Quercus Conocarpa;;Fagaceae;Oud;EISAI
3167;K0301390;Quercus Costata;;Fagaceae;Bi;EISAI
3168;K0301391;Quercus Cyclophora;;Fagaceae;Endl;EISAI
3169;K0301392;Quercus Cyrtoryncha;;Fagaceae;Miq;EISAI
3170;K0301393;Quercus Elegans;;Fagaceae;Specata;EISAI
3171;K0301394;Quercus Ewickii;;Fagaceae;Korth;EISAI
3172;K0301395;Quercus Gemelliflora;;Fagaceae;Bi;EISAI
3173;K0301396;Quercus Hystrix;;Fagaceae;Korth;EISAI
3174;K0301397;Quercus Induta;;Fagaceae;Bi;EISAI
3175;K0301398;Quercus Infectoria;;Fagaceae;Oliv;EISAI
3176;K0301399;Quercus Lamponga;;Fagaceae;Miq;EISAI
3177;K0301400;Quercus Lucida;;Fagaceae;Roxb;EISAI
3178;K0301401;Quercus Molluca;;Fagaceae;Rumph;EISAI
3179;K0301402;Quercus Oidocarpa;;Fagaceae;Korth;EISAI
3180;K0301404;Quercus Pirformis;;Fagaceae;V.Seem;EISAI
3181;K0301405;Quercus Platycarpa;;Fagaceae;Bi;EISAI
3182;K0301406;Quercus Pseudo-Molucca;;Fagaceae;Bi;EISAI
3183;K0301407;Quercus Rajah ;;Fagaceae;Hance;EISAI
3184;K0301408;Quercus Spicata;;Fagaceae;Smith;EISAI
3185;K0301409;Quercus Teysmannii;;Fagaceae;Bi;EISAI
3186;K0301410;Quercus Wallichiana;;Fagaceae;Wall;EISAI
3187;K0100063;Quisqualis Indica ;;Combretaceae;L;dr.Setiawan Jilid 4
3188;K0302437;Radermachera Gigantea;;Bignoniaceae;Miq;EISAI
3189;K0302438;Radermachera Glandulosa;;Bignoniaceae;(Bi)Miq;EISAI
3190;K0300231;Rafflesia Arnoldii;;Rafflesiaceae;R.Br;EISAI
3191;K0300232;Rafflesia Patma;;Rafflesiaceae;Bi;EISAI
3192;K0300233;Rafflesia Sp.-Kinabalu;;Rafflesiaceae;;EISAI
3193;K0302219;Randia Cochinchinensis;;Rubiaceae;Merr;EISAI
3194;K0302221;Randia Exaltata;;Rubiaceae;Griff;EISAI
3195;K0302218;Randia Formosa;;Rubiaceae;Schum;EISAI
3196;K0302222;Randia Longiflora;;Rubiaceae;Lamk;EISAI
3197;K0302223;Randia Macrantha;;Rubiaceae;Dc;EISAI
3198;K0302224;Randia Macrophylla;;Rubiaceae;Hook.F;EISAI
3199;K0302220;Randia Spinosa;;Rubiaceae;Poir;EISAI
3200;K0302225;Randia Wallichii;;Rubiaceae;;EISAI
3201;K0000177;Raphanus Sativus;;Brassicaceae;L;MMI
3202;K0303004;Raphia Excelsa;;Arecaceae;Heury;EISAI
3203;K0303005;Raphia Farinifera;;Arecaceae;(Gaertn)Hylander;EISAI
3204;K0303006;Raphia Flabelliformis;;Arecaceae;Art;EISAI
3205;K0303007;Raphia Hooker;;Arecaceae;M Et W;EISAI
3206;K0303008;Raphia Humilis;;Arecaceae;Bi;EISAI
3207;K0303009;Raphia Vinifera;;Arecaceae;P.Beauv;EISAI
3208;K0302036;Rauvolfia Amsoniifolia;;Apocynaceae;Dc;EISAI
3209;K0302037;Rauvolfia Chinensis;;Apocynaceae;Hemsl;EISAI
3210;K0302038;Rauvolfia Javanica;;Apocynaceae;K & V;EISAI
3211;K0302039;Rauvolfia Perakensis;;Apocynaceae;King Et Gam;EISAI
3212;K0302040;Rauvolfia Reflexa;;Apocynaceae;T & B;EISAI
3213;K0100010;Rauvolfia Serpentina;;Apocynaceae; [L] Bentham Ex. Kurz;dr.Setiawan Jilid 1
3214;K0302014;Rauvolfia Sumatrana;;Apocynaceae;Jack;EISAI
3215;K0302041;Rauvolfia Tetraphylla;;Apocynaceae;L;EISAI
3216;K0302602;Ravenala Madagascariensis;;Strelitziaceae;Sonn;EISAI
3217;K0200063;Rehmannia Glutinosa ;Var Purpurea Makino;Scrophulariaceae;Libosch ;WHO Jilid 3
3218;K0302667;Renealmia Exaltata;;Zingiberaceae;L.F;EISAI
3219;K0301675;Revenia Spectabilis;;Rutaceae;Planch;EISAI
3220;K0301684;Rex Amaroris;;Simarubaceae;Rumph;EISAI
3221;K0200027;Rhamnus Frangula;;Rhamnaceae;L;WHO Jilid 2
3222;K0200037;Rhamnus Purshiana;;Rhamnaceae;D.C;WHO Jilid 2
3223;K0302727;Rhapidophora Lobbi;;Araceae ;Schott;EISAI
3224;K0000176;Rheum Officinale;;Polygonaceae;Baillon;MMI
3225;K0200071;Rheum Palmatum;;Polygonaceae;L;WHO Jilid 1
3226;K0300322;Rheum Spec;;Polygonaceae;;EISAI
3227;K0302480;Rhinacanthus Nasutus;;Acanthaceae;L(Kurz);EISAI
3228;K0300703;Rhizophora Apiculata;;Rhizophoraceae;Bi;EISAI
3229;K0300700;Rhizophora Mucronata;;Rhizophoraceae;Lamk;EISAI
3230;K0300627;Rhodamnia Cinerea;;Myrtaceae;Jack;EISAI
3231;K0300628;Rhodamnia Tomentosa;;Myrtaceae;Wight;EISAI
3232;K0100047;Rhoeo Discolor ;;Commelinaceae;[ L.Her] Hance;dr.Setiawan Jilid 3
3233;K0301598;Rhopalocnemis Phalloides;;Balanophoraceae;Jungh;EISAI
3234;K0303010;Rhopalolblaste Ceramica;;Arecaceae;(Miq)Burr;EISAI
3235;K0301814;Rhus Continus;;Anacaridaceae;L;EISAI
3236;K0301815;Rhus Semialata;;Anacaridaceae;Murr;EISAI
3237;K0301816;Rhus Vernicifera;;Anacaridaceae;Dc;EISAI
3238;K0301345;Rhynchosia Rufescens;;Papilionaceae;Dc;EISAI
3239;K0303113;Rhynchospora Aurea;;Cyperaceae;Vahl;EISAI
3240;K0302226;Richardia Brasiliensis;;Rubiaceae;Comez;EISAI
3241;K0000178;Ricinus Communis;;Euphorbiaceae;L;MMI
3242;K0300234;Ritchthofenia Siamensis;;Rafflesiaceae;Hosse;EISAI
3243;K0303080;Robiquetia Spathulata;;Orchidaceae ;J.J.Sm;EISAI
3244;K0300085;Rollinia Orthopetala;;Annonaceae;A.Dc;EISAI
3245;K0302227;Rondeletia Odorata;;Rubiaceae;Jacq;EISAI
3246;K0303366;Rottboellia Glandulosa;;Poaceae;Trin;EISAI
3247;K0303367;Rottboellia Ophiuroides;;Poaceae;Benth;EISAI
3248;K0303368;Rottboellia Vaginata;;Poaceae;Backer;EISAI
3249;K0302042;Roupellia Grata;;Apocynaceae;Hook;EISAI
3250;K0301825;Rourea Fulgens;;Connaraceae;Planch;EISAI
3251;K0301826;Rourea Mimosoides;;Connaraceae;Planch;EISAI
3252;K0302228;Rubia Cordifolia;;Rubiaceae;L;EISAI
3253;K0301070;Rubus Fraxinifolius;;Rosaceae;Poir;EISAI
3254;K0301071;Rubus Idaeus;;Rosaceae;L;EISAI
3255;K0301072;Rubus Moluccanus;;Rosaceae;L;EISAI
3256;K0301073;Rubus Rosaefolius;;Rosaceae;Stokes;EISAI
3257;K0302284;Rudbeckia Speciosa ;;Asteraceae;Wender;EISAI
3258;K0302481;Ruellia Macrophylla;;Acanthaceae;Vahl;EISAI
3259;K0302482;Ruellia Malacosperma;;Acanthaceae;Greenm;EISAI
3260;K0302483;Ruellia Malacosperma;;Acanthaceae;Vahl;EISAI
3261;K0302484;Ruellia Napifera;;Acanthaceae;Zoll Et Mor;EISAI
3262;K0302485;Ruellia Rosea;;Acanthaceae;Hemsl;EISAI
3263;K0302486;Ruellia Tuberosa;;Acanthaceae;L;EISAI
3264;K0300323;Runex Nepalensis;;Polygonaceae;Spreng;EISAI
3265;K0302580;Ruppia Maritima;Ver Maritima;Ruppiaceae;L ;EISAI
3266;K0000179;Ruta Angustifolia;;Rutaceae;(L.) Pers;MMI
3267;K0300437;Ryparosa Caesia;;Flacourtiaceae;BI;EISAI
3268;K0300438;Ryparosa Kunstleri;;Flacourtiaceae;King;EISAI
3269;K0300439;Ryparosa Multinervosa;;Flacourtiaceae;V.Si;EISAI
3270;K0303011;Sabal Adansonii;;Arecaceae;Guers;EISAI
3271;K0303012;Sabal Palmetto ;;Arecaceae;Lodd;EISAI
3272;K0303369;Saccharum Officinarum;;Poaceae;L;EISAI
3273;K0303370;Saccharum Spontaneum;;Poaceae;L;EISAI
3274;K0303081;Saccolobium Tenuicaulis;;Orchidaceae ;Holt;EISAI
3275;K0300086;Saccopetalum Horsfieldtii;;Annonaceae;Benn;EISAI
3276;K0302575;Sagittaria Birundinacea;;Alismataceae;Bi;EISAI
3277;K0302576;Sagittaria Montevidensis;;Alismataceae;Cham & Schlecht;EISAI
3278;K0302421;Saintpaulia Ionantha;;Gesneriaceae;Hook.F;EISAI
3279;K0303013;Salacca Affinis;;Arecaceae;Bi;EISAI
3280;K0303014;Salacca Blumeana;;Arecaceae;Mart;EISAI
3281;K0303015;Salacca Conferta;;Arecaceae;Griff;EISAI
3282;K0303016;Salacca Glabrescens;;Arecaceae;Griff;EISAI
3283;K0303017;Salacca Wallichiana;;Arecaceae;Mart;EISAI
3284;K0301552;Salacia Buddinghii;;Hippocrateaceae;Scheff;EISAI
3285;K0301553;Salacia Chinensis;;Hippocrateaceae;L;EISAI
3286;K0301554;Salacia Grandiflora;;Hippocrateaceae;Kurz;EISAI
3287;K0300296;Salamonia Cantoniensis;;Polycalaceae;Lour;EISAI
