;id;species;varietas;family;penemu;referensi
0;K0300892;Aalius Latifolia;;Euphorbiaceae;;EISAI
1;K0300893;Aalius Parvifolia;;Euphorbiaceae;;EISAI
2;K0300843;Abelmoschus Esculentus;;Malvaceae;Moench;EISAI
3;K0300844;Abelmoschus Manihot;;Malvaceae;Medik;EISAI
4;K0000009;Abelmoschus Moschatus;;Malvaceae;Medik;MMI
5;K0301155;Aborema Elliptica;;Mimosaceae;;EISAI
6;K0301156;Aborema Sapandioides;;Mimosaceae;;EISAI
7;K0300801;Abroma Augusta;;Sterculiaceae;Willd;EISAI
8;K0300802;Abroma Fastuosa;;Sterculiaceae;R.Br;EISAI
9;K0301212;Abrus Fruticulosus;;Papilionaceae;Wall;EISAI
10;K0000007;Abrus Precatorius;;Papilionaceae;L;MMI
11;K0300845;Abutilon Avicennae;;Malvaceae;Gaertn;EISAI
12;K0300846;Abutilon Crispum;;Malvaceae;Sw;EISAI
13;K0300847;Abutilon Graveolens;;Malvaceae;W & A;EISAI
14;K0300848;Abutilon Indicum;;Malvaceae;L;EISAI
15;K0301157;Acacia Arabia;;Mimosaceae;Lamk;EISAI
16;K0301158;Acacia Caesis;;Mimosaceae;W.A;EISAI
17;K0301159;Acacia Catechu;;Mimosaceae;Willd;EISAI
18;K0301160;Acacia Concinna;;Mimosaceae;Dc;EISAI
19;K0301161;Acacia Confusa;;Mimosaceae;Merr;EISAI
20;K0301162;Acacia Decurrens;;Mimosaceae;Var Mollis;EISAI
21;K0301163;Acacia Farnesiana;;Mimosaceae;L;EISAI
22;K0301164;Acacia Leucophioea;;Mimosaceae;Willd;EISAI
23;K0301166;Acacia Oraria;;Mimosaceae;F.Von.Muell;EISAI
24;K0301167;Acacia Pennata;;Mimosaceae;L;EISAI
25;K0301168;Acacia Pluricapitata;;Mimosaceae;Steud;EISAI
26;K0301169;Acacia Tomentosa;;Mimosaceae;Roxb;EISAI
27;K0300894;Acalypha Boehmerioides;;Euphorbiaceae;Miq;EISAI
28;K0300895;Acalypha Caturus;;Euphorbiaceae;Bi;EISAI
29;K0300896;Acalypha Grandis;;Euphorbiaceae;Benth;EISAI
30;K0100022;Acalypha Hispida ;;Euphorbiaceae;Burm.F;dr.Setiawan Jilid 2
31;K0100029;Acalypha Indica ;;Euphorbiaceae;L;dr.Setiawan Jilid 2
32;K0300897;Acalypha Siamensis;;Euphorbiaceae;Oliv;EISAI
33;K0100021;Acanthus Ilicifolius ;;Acanthaceae;L;dr.Setiawan Jilid 2
34;K0302447;Acanthus Montanus;;Acanthaceae;T.Anders;EISAI
35;K0301785;Acer Laurinum;;Aceraceae;Hassk;EISAI
36;K0302604;Achasma Coccineum;;Zingiberaceae;Val;EISAI
37;K0302605;Achasma Foetens;;Zingiberaceae;Val;EISAI
38;K0302606;Achasma Megalocheilos;;Zingiberaceae;Griff;EISAI
39;K0000001;Achillea Millefolium;;Asteraceae;L;MMI
40;K0302412;Achimenes Grandiflora;;Gesneriaceae;Dc;EISAI
41;K0302413;Achimenes Longiflora;;Gesneriaceae;Dc;EISAI
42;K0100076;Achras Zapota ;;Sapotaceae;L;dr.Setiawan Jilid 4
43;K0300329;Achy Ranthes Bidentata;;Amaranthaceae;Bi;EISAI
44;K0000017;Achyranthes Aspera;;Amaranthaceae;Linn;MMI
45;K0000006;Acorus Calamus;Verus L;Araceae;L;MMI
46;K0303056;Acriopsis Javanica;;Orchidaceae ;Reinw;EISAI
47;K0301077;Acrocarpus Combretifolius;;Caesalpiniaceae;T & B;EISAI
48;K0302785;Acrocimia Mexicana;;Arecaceae;Karw;EISAI
49;K0301635;Acronychia Laurifolia;;Rutaceae;Bi;EISAI
50;K0301636;Acronychia Porteri;;Rutaceae;Hook.F;EISAI
51;K0300400;Acrotrema Costatum;;Dilleniaceae;Jack;EISAI
52;K0300898;Actephila Exelsa;;Euphorbiaceae;M.A;EISAI
53;K0300507;Actinidia Chinensis;;Actinidiaceae;Planch;EISAI
54;K0300097;Actinodaphne Areolata;;Lauraceae ;BI;EISAI
55;K0300098;Actinodaphne Exelsa;;Lauraceae ;Nees;EISAI
56;K0300099;Actinodaphne Glabra;;Lauraceae ;Bi;EISAI
57;K0300100;Actinodaphne Glomerata;;Lauraceae ;Nees;EISAI
58;K0300101;Actinodaphne Gracilis;;Lauraceae ;Miq;EISAI
59;K0300102;Actinodaphne Macrophylla;;Lauraceae ;Nees;EISAI
60;K0300103;Actinodaphne Maingayi;;Lauraceae ;Hook.F;EISAI
61;K0300104;Actinodaphne Moluceana;;Lauraceae ;Bi;EISAI
62;K0300105;Actinodaphne Procera;;Lauraceae ;Nees;EISAI
63;K0300106;Actinodaphne Rumphii;;Lauraceae ;Bi;EISAI
64;K0300107;Actinodaphne Sphaerocarpa;;Lauraceae ;Nees;EISAI
65;K0300757;Actinophora Burmanni;;Tiliaceae;K & V;EISAI
66;K0300758;Actinophora Fragrans;;Tiliaceae;Wall;EISAI
67;K0302786;Actinorhytis Calapparis;;Arecaceae;Wendl;EISAI
68;K0302675;Actoplannes Cannaeformis;;Marantaceae;K.Schum;EISAI
69;K0300830;Adansonia Digitaba;;Bombacaceae;L;EISAI
70;K0300899;Adelia Neriifolia;;Euphorbiaceae;Roth;EISAI
71;K0301170;Adenanthera Bicolor;;Mimosaceae;Moon;EISAI
72;K0301171;Adenanthera Falcata;;Mimosaceae;L;EISAI
73;K0301172;Adenanthera Gersenii;;Mimosaceae;Scheff;EISAI
74;K0301173;Adenanthera Pavonina;;Mimosaceae;L;EISAI
75;K0301174;Adenanthera Tamarindifolia;;Mimosaceae;Pierre;EISAI
76;K0300441;Adenia Cordifolia;;Passifloraceae;Engl;EISAI
77;K0300442;Adenia Palmata;;Passifloraceae;Engl;EISAI
78;K0300443;Adenia Singaporeana;;Passifloraceae;Engl;EISAI
79;K0301991;Adenium Coetanum;;Apocynaceae;;EISAI
80;K0300900;Adenocrepis Javanica;;Euphorbiaceae;;EISAI
81;K0302243;Adenostemma Fastigiatum;;Asteraceae;Dc;EISAI
82;K0302448;Adhatoda Vasica;;Acanthaceae;(L)Nees;EISAI
83;K0302097;Adina Fagifolia;;Rubiaceae;Val;EISAI
84;K0302098;Adina Minutiflora;;Rubiaceae;Val;EISAI
85;K0302099;Adina Polychepala;;Rubiaceae;Benth;EISAI
86;K0302100;Adina Rubescens;;Rubiaceae;Hemsley;EISAI
87;K0300494;Adinandra Brefeldii;;Theaceae;Kds;EISAI
88;K0300493;Adinandra Cyrtopada;;Theaceae;Miq;EISAI
89;K0300495;Adinandra Lamponga;;Theaceae;Miq;EISAI
90;K0301213;Adinobotrys Atropurpurcus;;Papilionaceae;Duwn;EISAI
91;K0302701;Adpendix Arborum;;Araceae ;Rumph;EISAI
92;K0302702;Adpendix Duplo Folia;;Araceae ;Rumph;EISAI
93;K0302703;Adpendix Laciniata;;Araceae ;Rumph;EISAI
94;K0302704;Adpendix Porcelanica;;Araceae ;Rumph;EISAI
95;K0301941;Aegiceras Corniculatum;;Myrsinaceae;Blanco;EISAI
96;K0303123;Aegilops Exaltata;;Poaceae;L;EISAI
97;K0302410;Aeginetia  Indica;;Orobanchaceae;Roxb;EISAI
98;K0302411;Aeginetia  Pedunculata;;Orobanchaceae;Wall;EISAI
99;K0000010;Aegle Marmelos;;Rutaceae;(L). Corr;MMI
100;K0303057;Aerides Odorata;;Orchidaceae ;Lour;EISAI
101;K0300330;Aerva Lanata ;;Amaranthaceae;Juss;EISAI
102;K0300331;Aerva Sanguinolenta;;Amaranthaceae;;EISAI
103;K0301214;Aeschynomene Americana;;Papilionaceae;L;EISAI
104;K0301215;Aeschynomene Aspera;;Papilionaceae;L;EISAI
105;K0301216;Aeschynomene Falcata;;Papilionaceae;Dc;EISAI
106;K0301217;Aeschynomene Indica;;Papilionaceae;L;EISAI
107;K0200029;Aesculus Hippocastanum;;Hippocastanaceae;L;WHO Jilid 2
108;K0301218;Afgekia Serisea;;Papilionaceae;Craib;EISAI
109;K0301079;Afzelia Palembania;;Caesalpiniaceae;Bk;EISAI
110;K0300796;Agallochum Secundarium;;Gonystylaceae;;EISAI
111;K0300797;Agallochum Spurium;;Gonystylaceae;;EISAI
112;K0301992;Aganosman Marginata;;Apocynaceae;G.Don;EISAI
113;K0300003;Agathis Alba ;;Araucariaceae;Foxw;EISAI
114;K0300004;Agathis Obtusa;;Araucariaceae;Masters;EISAI
115;K0300005;Agathis Robusta;;Araucariaceae;Hook;EISAI
116;K0301834;Agathisanthes Javanica;;Nyssaceae;Bi;EISAI
117;K0302773;Agave Americana;;Agavaceae;R Et D;EISAI
118;K0302774;Agave Angustifolia;;Agavaceae;Haw;EISAI
119;K0302775;Agave Brachystachys;;Agavaceae;Cav;EISAI
120;K0302776;Agave Cantala;;Agavaceae;Roxb;EISAI
121;K0302777;Agave Ixtli;;Agavaceae;Hort;EISAI
122;K0302705;Agavecantala ;;Araceae ;Roxb;EISAI
123;K0000018;Ageratum Conyzoides;;Asteraceae;L;MMI
124;K0301710;Aglaia Acida;;Meliaceae;K & V;EISAI
125;K0301711;Aglaia Canariifolia;;Meliaceae;Kds;EISAI
126;K0301712;Aglaia Dipenhorstii;;Meliaceae;Miq;EISAI
127;K0301713;Aglaia Edulis;;Meliaceae;A.Gray;EISAI
128;K0301714;Aglaia Eusideroxylon;;Meliaceae;K & V;EISAI
129;K0301715;Aglaia Forstenii;;Meliaceae;Miq;EISAI
130;K0301716;Aglaia Ganggo;;Meliaceae;Miq;EISAI
131;K0301717;Aglaia Glabrata;;Meliaceae;T & B;EISAI
132;K0301718;Aglaia Glabriflora;;Meliaceae;Hiern;EISAI
133;K0301719;Aglaia Griffithii;;Meliaceae;Kurz;EISAI
134;K0301720;Aglaia Ignea;;Meliaceae;Val Msc. In Herb Bog;EISAI
135;K0301721;Aglaia Macrostigma;;Meliaceae;King;EISAI
136;K0301722;Aglaia Minahassae;;Meliaceae;Kds;EISAI
137;K0000002;Aglaia Odorata;;Meliaceae;Lour;MMI
138;K0301723;Aglaia Sylvestris;;Meliaceae;Merr;EISAI
139;K0301724;Aglaia Trichestemon;;Meliaceae;C.Dc;EISAI
140;K0302706;Aglaonema Commitatum;;Araceae ;Schott;EISAI
141;K0302707;Aglaonema Pinctum;;Araceae ;Kunth;EISAI
142;K0303059;Agraecum Gajang;;Orchidaceae ;Rumph;EISAI
143;K0303061;Agraecum Pumilum;;Orchidaceae ;Roxb;EISAI
144;K0303060;Agraecum Rubrum;;Orchidaceae ;Rumph;EISAI
145;K0303062;Agraecum Scriptum;;Orchidaceae ;Rumph;EISAI
146;K0302244;Agrimonia Molucca ;;Asteraceae;Rumph;EISAI
147;K0303124;Agropyrum Nubigenum;;Poaceae;Nees;EISAI
148;K0303125;Agrostis Infirma ;;Poaceae;Buese.S.L;EISAI
149;K0303126;Agrostis Scabarrima;;Poaceae;Hassk;EISAI
150;K0301677;Ailanthus Malabrica;;Simarubaceae;Dc;EISAI
151;K0302787;Aiphanes Caryotaefolia;;Arecaceae;(H.B.K)Wendl;EISAI
152;K0301829;Alangium Begonifollium;;Alangiaceae;Baill;EISAI
153;K0301830;Alangium Ebenaceum;;Juglandaceae;Griff;EISAI
154;K0301831;Alangium Lamarckil;;Juglandaceae;Thwaitas;EISAI
155;K0301832;Alangium Nobile;;Juglandaceae;Halma;EISAI
156;K0301833;Alangium Spec;;Juglandaceae;;EISAI
157;K0301175;Albizzia Chinensis;;Mimosaceae;Merr;EISAI
158;K0301176;Albizzia Lebbeck;;Mimosaceae;Benth;EISAI
159;K0301177;Albizzia Lebbeckioides;;Mimosaceae;Benth;EISAI
160;K0301178;Albizzia Littoralis;;Mimosaceae;T & B;EISAI
161;K0301179;Albizzia Minahassae;;Mimosaceae;Kds;EISAI
162;K0301180;Albizzia Montana;;Mimosaceae;Benth;EISAI
163;K0301181;Albizzia Myriophylla;;Mimosaceae;Benth;EISAI
164;K0301182;Albizzia Pedicellata;;Mimosaceae;Baker;EISAI
165;K0301165;Albizzia Procera;;Mimosaceae;Benth;EISAI
166;K0301183;Albizzia Saponaria;;Mimosaceae;Bi;EISAI
167;K0301184;Albizzia Splendens;;Mimosaceae;Miq;EISAI
168;K0300901;Alchornea Regusa;;Euphorbiaceae;M.A;EISAI
169;K0300902;Alchornea Villosa;;Euphorbiaceae;Muell.Arg;EISAI
170;K0300903;Aleurites Cordata;;Euphorbiaceae;R.Br;EISAI
171;K0300904;Aleurites Montana;;Euphorbiaceae;Wilson;EISAI
172;K0000011;Aleurities Moluccana;;Euphorbiaceae;(L). Willd;MMI
173;K0000019;Allamanda Cathartica;;Apocynaceae;L;MMI
174;K0301993;Allamanda Neriifolia;;Apocynaceae;Hook;EISAI
175;K0301994;Allamanda Violacea;;Apocynaceae;Gardn;EISAI
176;K0301725;Alliaria;;Meliaceae;Rumph;EISAI
177;K0302736;Allium Ampeloprasum;;Amaryllidaceae;L;EISAI
178;K0000012;Allium Cepa;;Liliaceae;(L.) Baker;MMI
179;K0302737;Allium Fistulosum;;Amaryllidaceae;L;EISAI
180;K0302738;Allium Odorum;;Amaryllidaceae;L;EISAI
181;K0200001;Allium Sativum;;Liliaceae;L;WHO Jilid 1
182;K0302739;Allium Schoenoprasum;;Amaryllidaceae;L;EISAI
183;K0300332;Allmania Nodiflora;V. Esculentus;Amaranthaceae;R.Br;EISAI
184;K0300333;Allmania Noduflora;V. Procumbena;Amaranthaceae;R.Br;EISAI
185;K0300653;Allomorphia Exigua;;Melastomataceae;BI;EISAI
186;K0301751;Allophylus Cobbe;;Sapindaceae;Raeusch;EISAI
187;K0303127;Alloteropsis Cimicina;;Poaceae;(L)Stapf;EISAI
188;K0302708;Alocasia Cucullata;;Araceae ;Schott;EISAI
189;K0302709;Alocasia Denudata;;Araceae ;Engl;EISAI
190;K0100077;Alocasia Macrorrhiza ;;Araceae;[L.] Schoot;dr.Setiawan Jilid 4
191;K0100097;Aloe Vera ;;Liliaceae;L(Burm)F;dr.Setiawan Jilid 5
192;K0301599;Alphitonia Moluccana;;Rhamnaceae;T & B;EISAI
193;K0302607;Alpinia Conchigera;;Zingiberaceae;Griff;EISAI
194;K0302608;Alpinia Crocydocalyx;;Zingiberaceae;K.Schum;EISAI
195;K0302609;Alpinia Hookeriana;;Zingiberaceae;Val;EISAI
196;K0302610;Alpinia Javanica;;Zingiberaceae;Bi;EISAI
197;K0302611;Alpinia Malaccensis;;Zingiberaceae;Rocc;EISAI
198;K0302612;Alpinia Mutica;;Zingiberaceae;Roxb;EISAI
199;K0302613;Alpinia Nutans;;Zingiberaceae;Rosc;EISAI
200;K0302614;Alpinia Padacanca;;Zingiberaceae;Val;EISAI
201;K0302615;Alpinia Regia;;Zingiberaceae;Val;EISAI
202;K0302616;Alpinia Speciosa;;Zingiberaceae;Koord;EISAI
203;K0302617;Alpinia Uviformis;;Zingiberaceae;Horan;EISAI
204;K0300108;Alseodaphne Excelsa;;Lauraceae ;Bi;EISAI
205;K0300109;Alseodaphne Umbelliflora;;Lauraceae ;Hook;EISAI
206;K0300287;Alsodeia  Lanceolata;;Violaceae;Wall;EISAI
207;K0300288;Alsodeia  Pachycarpa;;Violaceae;King;EISAI
208;K0300289;Alsodeia  Wallichiana;;Violaceae;Hook;EISAI
209;K0300285;Alsodeia Hirtella;;Violaceae;Ridl;EISAI
210;K0300286;Alsodeia Javanica;;Violaceae;O.K;EISAI
211;K0301995;Alstonia Acuminata;;Apocynaceae;Miq;EISAI
212;K0301996;Alstonia Angustifolia;;Apocynaceae;Kds;EISAI
213;K0301997;Alstonia Angustifolia;;Apocynaceae;Wall;EISAI
214;K0301998;Alstonia Angustiloba;;Apocynaceae;Miq;EISAI
215;K0301999;Alstonia Eximia;;Apocynaceae;Miq;EISAI
216;K0302000;Alstonia Grandifolia;;Apocynaceae;Miq;EISAI
217;K0302001;Alstonia Macrophylla;;Apocynaceae;Wall;EISAI
218;K0302002;Alstonia Pneumatophora;;Apocynaceae;Backer;EISAI
219;K0302003;Alstonia Polyphylla;;Apocynaceae;Miq;EISAI
220;K0000005;Alstonia Scholaris;;Apocynaceae;(L.) R.Br;MMI
221;K0302004;Alstonia Spathulata;;Apocynaceae;Bi;EISAI
222;K0302005;Alstonia Venenata;;Apocynaceae;R.Br;EISAI
223;K0200019;Althaea Officinalis;;Malvaceae ;L;WHO Jilid 2
224;K0300849;Althea Rosea;;Malvaceae;Cav;EISAI
225;K0300334;Althernanthera Amoena;;Amaranthaceae;Voss;EISAI
226;K0300335;Althernanthera Nodiflora;;Amaranthaceae;R.Br;EISAI
227;K0301368;Altingia Excelsa;;Hamamelidaceae;Norona;EISAI
228;K0301219;Alysicarpus Nummularifolius;;Papilionaceae;Auct;EISAI
229;K0000008;Alyxia Reinwardtii;;Apocynaceae;Bl;MMI
230;K0302788;Amalea Cohne;;Arecaceae;Mart;EISAI
231;K0301637;Amapacus Angustifolia;;Rutaceae;Rumph;EISAI
232;K0301638;Amapacus Latifolia;;Rutaceae;Rumph;EISAI
233;K0300336;Amaranthus Ascendens;;Amaranthaceae;Lois;EISAI
234;K0300337;Amaranthus Gracilis;;Amaranthaceae;Desf;EISAI
235;K0300338;Amaranthus Hybridus;;Amaranthaceae;L;EISAI
236;K0000020;Amaranthus Spinosus;;Amaranthaceae;L;MMI
237;K0100013;Amaranthus Tricolor;;Amaranthaceae; L;dr.Setiawan Jilid 2
238;K0301080;Amherstia Nobilis;;Caesalpiniaceae;Wall;EISAI
239;K0200046;Ammi Visnaga;;Apiaceae;(L)Lam;WHO Jilid 3
240;K0302618;Amomum Acre;;Zingiberaceae;Val;EISAI
241;K0302619;Amomum Aculeatum;;Zingiberaceae;Roxb;EISAI
242;K0302620;Amomum Biflorum;;Zingiberaceae;Jacq;EISAI
243;K0302621;Amomum Blumeanum;;Zingiberaceae;Val;EISAI
244;K0302622;Amomum Dealbatum;;Zingiberaceae;Roxb;EISAI
245;K0302623;Amomum Pseudofoetens;;Zingiberaceae;Val;EISAI
246;K0302624;Amomum Roseum;;Zingiberaceae;Bent & Hook.F;EISAI
247;K0302625;Amomum Rumphii;;Zingiberaceae;Smith;EISAI
248;K0302626;Amomum Stenocarpus;;Zingiberaceae;Val;EISAI
249;K0302627;Amomum Uliginosum;;Zingiberaceae;Koenig;EISAI
250;K0302628;Amomum Xanthophlebium;;Zingiberaceae;Baker;EISAI
251;K0000003;Amomun Compactum;;Zingiberaceae;Solad ex Maton;MMI
252;K0301726;Amoora Amboinensis;;Meliaceae;Miq;EISAI
253;K0301727;Amoora Aphanamixis;;Meliaceae;R & S;EISAI
254;K0302712;Amorphophallus Blumei;;Araceae ;Engl;EISAI
255;K0302710;Amorphophallus Bufo ;;Araceae ;Ridl;EISAI
256;K0302711;Amorphophallus Bulbier;;Araceae ;Bi;EISAI
257;K0302713;Amorphophallus Campanulatus;;Araceae ;Bi;EISAI
258;K0302714;Amorphophallus Variabilis;;Araceae ;Bi;EISAI
259;K0301608;Ampelocissus Arachnoidea;;Vitaceae;Planch;EISAI
260;K0301685;Amyris Dentata;;Burceraceae;Willd;EISAI
261;K0000021;Anacardium Occidentale;;Anacaridaceae;L;MMI
262;K0301565;Anacolosa Arborea;;Olacaceae;K.Sv;EISAI
263;K0303058;Anaectochilus Spp;;Orchidaceae ;;EISAI
264;K0300197;Anamirta Cocculus;;Menispermaceae ;L;EISAI
265;K0300198;Anamirta Flavescens;;Menispermaceae ;Miq;EISAI
266;K0000022;Ananas Comosus;;Bromeliaceae;(L.) Merr;MMI
267;K0303128;Anastrophus Compressus;;Poaceae;Schlecht;EISAI
268;K0300756;Ancistrocladus Extensus;;Angistrocladaceae;Wall;EISAI
269;K0301220;Andira Inermis;;Papilionaceae;H.B. Et K;EISAI
270;K0000004;Andrographis Paniculata;;Acanthaceae;(Burm.f.) Ness;MMI
271;K0303129;Andropogon Aciculatus;;Poaceae;Retz;EISAI
272;K0303130;Andropogon Amboinicus;;Poaceae;Merr;EISAI
273;K0303132;Andropogon Australis;;Poaceae;Spreng;EISAI
274;K0303133;Andropogon Bourouensis;;Poaceae;Steud;EISAI
275;K0303134;Andropogon Brevifolium;;Poaceae;Nees;EISAI
276;K0303135;Andropogon Caricosus;;Poaceae;L;EISAI
277;K0303136;Andropogon Contortus;;Poaceae;Beauv;EISAI
278;K0303090;Andropogon Dulec;;Cyperaceae;Burn.F;EISAI
279;K0303137;Andropogon Filipendulus;;Poaceae;Hochst;EISAI
280;K0303139;Andropogon Halepensis;;Poaceae;;EISAI
281;K0303138;Andropogon Intermedius;;Poaceae;R.Br;EISAI
282;K0303140;Andropogon Leptos;;Poaceae;Steud;EISAI
283;K0303141;Andropogon Leschenaultianus;;Poaceae;Decne;EISAI
284;K0303143;Andropogon Modestus;;Poaceae;Backer;EISAI
285;K0303144;Andropogon Pertusus;;Poaceae;Willd;EISAI
286;K0303145;Andropogon Philippinensis;;Poaceae;Merr;EISAI
287;K0303146;Andropogon Pseudo Graya;;Poaceae;Steud;EISAI
288;K0303148;Andropogon Subtillis;;Poaceae;Steud;EISAI
289;K0303149;Andropogon Triticeus;;Poaceae;R.Br;EISAI
290;K0303150;Andropogon Zollingeri ;;Poaceae;Steud;EISAI
291;K0302583;Aneilema Diversifolium;;Commelinaceae;Hassk;EISAI
292;K0200047;Anethum Graveolens;;Apiaceae;L;WHO Jilid 3
293;K0301056;Angelesia Splendens;;Rosaceae;Korth;EISAI
294;K0200020;Angelica Sinensis;;Apiaceae;(Oliv)Diels;WHO Jilid 2
295;K0302393;Angelonia Salicariifolia;;Scrophulariaceae;H Et B;EISAI
296;K0302351;Aniseia Martinicensis;;Convolvulaceae;Choisy(Jacq);EISAI
297;K0302550;Anisomeles Indica;;Lamiaceae;O.K;EISAI
298;K0300689;Anisophyllea Disticha;;Rhizophoraceae;Baill;EISAI
299;K0300511;Anisoptera Costata;;Dipterocarpaceae;Korth;EISAI
300;K0300512;Anisoptera Marginata;;Dipterocarpaceae;Korth;EISAI
301;K0300513;Anisoptera Megistocarpa;;Dipterocarpaceae;V.Steenis;EISAI
302;K0301640;Anisum Moluccanum;;Rutaceae;Rumph;EISAI
303;K0300042;Annona Cherimolia;;Annonaceae;Mill ;EISAI
304;K0300043;Annona Montana;;Annonaceae;Macfad;EISAI
305;K0300044;Annona Muricata;;Annonaceae;L;EISAI
306;K0000013;Annona Reticulata;;Annonaceae;L;MMI
307;K0000029;Annona Squamosa;;Annonaceae;L;MMI
308;K0302006;Anodendron Moluccanum;;Apocynaceae;Miq;EISAI
309;K0302007;Anodendron Tenuiflorum;;Apocynaceae;Miq;EISAI
310;K0302101;Anotis Hirsuta;;Rubiaceae;Miq;EISAI
311;K0300654;Anplectrum Glaucum ;;Melastomataceae;Tr;EISAI
312;K0302394;Antanema Angustifolium;;Scrophulariaceae;Benth;EISAI
313;K0303151;Anthistiria Ciliata ;;Poaceae;Auct Pp;EISAI
314;K0303152;Anthistiria Gigantea;;Poaceae;Cav;EISAI
315;K0302102;Anthocephalus Cadamba;;Rubiaceae;Miq;EISAI
316;K0302103;Anthocephalus Macrophyllus;;Rubiaceae;Havil;EISAI
317;K0303153;Anthoxanthum Indicum;;Poaceae;L;EISAI
318;K0301424;Antiaris Toxicaria;;Moraceae;Lesch;EISAI
319;K0300912;Antidesma ;;Euphorbiaceae;Rumphii Tulasn;EISAI
320;K0300906;Antidesma Amboinense;;Euphorbiaceae;Mio;EISAI
321;K0300907;Antidesma Bunius;;Euphorbiaceae;Spreng;EISAI
322;K0300908;Antidesma Cuspidatum ;;Euphorbiaceae;Muell.Arg;EISAI
323;K0300909;Antidesma Ghaesembilla;;Euphorbiaceae;Gaertn;EISAI
324;K0300910;Antidesma Montana;;Euphorbiaceae;Wilson;EISAI
325;K0300911;Antidesma Neurocarpum;;Euphorbiaceae;Miq;EISAI
326;K0300913;Antidesma Salaccense;;Euphorbiaceae;Z & M;EISAI
327;K0300914;Antidesma Tomentosesum;;Euphorbiaceae;BI;EISAI
328;K0300915;Antidesma Velutinosum;;Euphorbiaceae;BI;EISAI
329;K0300314;Antigonon Leptopus;;Polygonaceae;Hook;EISAI
330;K0300217;Apama Corymbosa;;Aristolochiaceae;Willd;EISAI
331;K0300218;Apama Tementosa;;Aristolochiaceae;O.K;EISAI
332;K0301752;Aphania Paucijuga;;Sapindaceae;Radlk;EISAI
333;K0300576;Aphonomyrtus Octandra;;Myrtaceae;K &V;EISAI
334;K0000014;Apium Graveolens;;Apiaceae;L;MMI
335;K0303154;Apluda Aristata;;Poaceae;L;EISAI
336;K0302577;Aponogeton Crispus;;Aponogetonaceae;Thunb;EISAI
337;K0302578;Aponogeton Fenestralis;;Aponogetonaceae;Hook;EISAI
338;K0302579;Aponogeton Monostachyon;;Aponogetonaceae;L;EISAI
339;K0300916;Aporosa Arborea;;Euphorbiaceae;Muell.Arg;EISAI
340;K0300917;Aporosa Aurea;;Euphorbiaceae;Hook.F;EISAI
341;K0300918;Aporosa Aurita;;Euphorbiaceae;Hassk;EISAI
342;K0300919;Aporosa Benthamina;;Euphorbiaceae;Hook.F;EISAI
343;K0300920;Aporosa Campanulata;;Euphorbiaceae;J.J.Sm;EISAI
344;K0300921;Aporosa Frutescens;;Euphorbiaceae;BI;EISAI
345;K0300922;Aporosa Maingayi;;Euphorbiaceae;Hook.F;EISAI
346;K0300923;Aporosa Nigricans;;Euphorbiaceae;Hook.F;EISAI
347;K0300924;Aporosa Prainiana;;Euphorbiaceae;Hook.F;EISAI
348;K0303063;Apostasia Nuda;;Orchidaceae ;R.Br;EISAI
349;K0300715;Apoterium Sulatri;;Clusiaceae;Bi;EISAI
350;K0300798;Aquilaria Agallocha;;Gonystylaceae;Roxb;EISAI
351;K0300799;Aquilaria Beccariana;;Gonystylaceae;Van Tiegh;EISAI
352;K0300800;Aquilaria Microcarpa;;Gonystylaceae;Baill;EISAI
353;K0301222;Arachis Hypogaea;;Papilionaceae;L;EISAI
354;K0301835;Aralia Balfouriana;;Araliaceae;Hort;EISAI
355;K0301836;Aralia Filicifolia;;Araliaceae;Hort;EISAI
356;K0301837;Aralia Trifoliate;;Araliaceae;Meyen;EISAI
357;K0300394;Arbor  Vespertilionum;;Proteaceae;Rumph;EISAI
358;K0301957;Arbor Alminosa;;Symplocaceae;Rumph;EISAI
359;K0301425;Arbor Conciliorum;;Moraceae;Rumph;EISAI
360;K0300045;Arbor Nigra Parvifolia ;;Annonaceae;Rumph;EISAI
361;K0300926;Arbor Pinguis;;Euphorbiaceae;Rumph;EISAI
362;K0300780;Arbor Redivia;;Elaeocarpaceae;;EISAI
363;K0301641;Arbor Redulifera;;Rutaceae;Rumph;EISAI
364;K0300927;Arbor Regis;;Euphorbiaceae;Rumph;EISAI
365;K0300577;Arbor Rubra Tertia;;Myrtaceae;Rumph;EISAI
366;K0301788;Arbor Vernicis;;Anacaridaceae;Rumph;EISAI
367;K0000015;Arcangelisia Flava;;Menispermaceae;Merr;MMI
368;K0302789;Archontophoenix Alexandrae;;Arecaceae;Wendl;EISAI
369;K0300496;Archytaea Alternifolia;;Theaceae;Szysy;EISAI
370;K0200045;Arctostaphylos  Uva-Ursi;;Ericaceae;(L)Spreng ;WHO Jilid 2
371;K0301942;Ardisia Colorata;;Myrsinaceae;Roxb;EISAI
372;K0301944;Ardisia Elliptica;;Myrsinaceae;Thunb;EISAI
373;K0301945;Ardisia Fuliginosa;;Myrsinaceae;Bi;EISAI
374;K0301946;Ardisia Laevigata;;Myrsinaceae;Bi;EISAI
375;K0301947;Ardisia Littolaris;;Myrsinaceae;Andr;EISAI
376;K0301948;Ardisia Lurida;;Myrsinaceae;Bi;EISAI
377;K0301949;Ardisia Odontophylla;;Myrsinaceae;Wall;EISAI
378;K0301950;Ardisia Pumila;;Myrsinaceae;Blanco;EISAI
