;usageKey;acceptedUsageKey;scientificName;canonicalName;rank;status;confidence;matchType;kingdom;phylum;order;family;genus;species;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;speciesKey;synonym;class;note
232;4024274;;Drynaria sparsisora (Desv.) T.Moore;Drynaria sparsisora;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Polypodiales;Polypodiaceae;Drynaria;Drynaria sparsisora;6;7707728.0;7228684.0;392.0;2368.0;7126669.0;4024274.0;False;Polypodiopsida;
233;3034922;;Foeniculum vulgare Mill.;Foeniculum vulgare;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Apiales;Apiaceae;Foeniculum;Foeniculum vulgare;6;7707728.0;220.0;1351.0;6720.0;10704390.0;3034922.0;False;Magnoliopsida;
234;3152582;;Hibiscus sabdariffa L.;Hibiscus sabdariffa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Hibiscus;Hibiscus sabdariffa;6;7707728.0;220.0;941.0;6685.0;3152542.0;3152582.0;False;Magnoliopsida;
235;3074251;;Macaranga tanarius (L.) Müll.Arg.;Macaranga tanarius;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Macaranga;Macaranga tanarius;6;7707728.0;220.0;1414.0;4691.0;3073879.0;3074251.0;False;Magnoliopsida;
236;5415976;;Melaleuca leucadendra (L.) L.;Melaleuca leucadendra;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Myrtales;Myrtaceae;Melaleuca;Melaleuca leucadendra;6;7707728.0;220.0;690.0;5014.0;3175449.0;5415976.0;False;Magnoliopsida;
237;4191172;;Piper sarmentosum Roxb.;Piper sarmentosum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Piperales;Piperaceae;Piper;Piper sarmentosum;6;7707728.0;220.0;404.0;6678.0;3075433.0;4191172.0;False;Magnoliopsida;
238;3191373;;Polygala paniculata L.;Polygala paniculata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Polygalaceae;Polygala;Polygala paniculata;6;7707728.0;220.0;1370.0;2417.0;3191366.0;3191373.0;False;Magnoliopsida;
239;3179997;;Rhodomyrtus tomentosa (Aiton) Hassk.;Rhodomyrtus tomentosa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Myrtales;Myrtaceae;Rhodomyrtus;Rhodomyrtus tomentosa;6;7707728.0;220.0;690.0;5014.0;3179966.0;3179997.0;False;Magnoliopsida;
240;5617664;5617272.0;Sida retusa L.;Sida retusa;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Sida;Sida alnifolia;6;7707728.0;220.0;941.0;6685.0;3152100.0;5617272.0;True;Magnoliopsida;
241;6359819;;Acanthus ilicifolius L.;Acanthus ilicifolius;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Acanthus;Acanthus ilicifolius;6;7707728.0;220.0;408.0;2393.0;3173198.0;6359819.0;False;Magnoliopsida;
242;8038080;;Amomum compactum Roem. & Schult., 1817;Amomum compactum;SPECIES;ACCEPTED;85;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Amomum;Amomum compactum;6;7707728.0;196.0;627.0;4687.0;7434655.0;8038080.0;False;Liliopsida;
243;3082092;;Baccaurea lanceolata (Miq.) Müll.Arg.;Baccaurea lanceolata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Baccaurea;Baccaurea lanceolata;6;7707728.0;220.0;1414.0;8807.0;3070795.0;3082092.0;False;Magnoliopsida;
244;3579089;;Calotropis gigantea (L.) W.T.Aiton;Calotropis gigantea;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Gentianales;Apocynaceae;Calotropis;Calotropis gigantea;6;7707728.0;220.0;412.0;6701.0;3170557.0;3579089.0;False;Magnoliopsida;
245;3890745;;Clerodendrum paniculatum L.;Clerodendrum paniculatum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Clerodendrum;Clerodendrum paniculatum;6;7707728.0;220.0;408.0;2497.0;2925347.0;3890745.0;False;Magnoliopsida;
246;5330776;;Colocasia esculenta (L.) Schott;Colocasia esculenta;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Alismatales;Araceae;Colocasia;Colocasia esculenta;6;7707728.0;196.0;551.0;6979.0;5330758.0;5330776.0;False;Liliopsida;
247;5384314;;Cyathula prostrata (L.) Blume;Cyathula prostrata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Caryophyllales;Amaranthaceae;Cyathula;Cyathula prostrata;6;7707728.0;220.0;422.0;3064.0;5384313.0;5384314.0;False;Magnoliopsida;
248;5383898;;Dillenia indica L.;Dillenia indica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Dilleniales;Dilleniaceae;Dillenia;Dillenia indica;6;7707728.0;220.0;947.0;2511.0;3083492.0;5383898.0;False;Magnoliopsida;
249;2754476;;Dioscorea alata L.;Dioscorea alata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Dioscoreales;Dioscoreaceae;Dioscorea;Dioscorea alata;6;7707728.0;196.0;1171.0;7694.0;2754367.0;2754476.0;False;Liliopsida;
250;4025869;5647918.0;Drymoglossum piloselloides (L.) C.Presl;Drymoglossum piloselloides;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Polypodiales;Polypodiaceae;Pyrrosia;Pyrrosia piloselloides;6;7707728.0;7228684.0;392.0;2368.0;3229304.0;5647918.0;True;Polypodiopsida;
251;2742987;5296421.0;Eleutherine palmifolia (L.) Merr.;Eleutherine palmifolia;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Asparagales;Iridaceae;Sisyrinchium;Sisyrinchium palmifolium;6;7707728.0;196.0;1169.0;7698.0;8311345.0;5296421.0;True;Liliopsida;
252;5401598;7376217.0;Emilia sonchifolia (L.) DC.;Emilia sonchifolia;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Emilia;Emilia sonchifolia;6;7707728.0;220.0;414.0;3065.0;3137995.0;7376217.0;True;Magnoliopsida;
253;3066919;;Euphorbia thymifolia L.;Euphorbia thymifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia thymifolia;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3066919.0;False;Magnoliopsida;
254;5287564;;Flagellaria indica L.;Flagellaria indica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Poales;Flagellariaceae;Flagellaria;Flagellaria indica;6;7707728.0;196.0;1369.0;3742.0;2693391.0;5287564.0;False;Liliopsida;
255;2703312;;Gigantochloa apus (Schult.f.) Kurz;Gigantochloa apus;SPECIES;ACCEPTED;99;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Gigantochloa;Gigantochloa apus;6;7707728.0;196.0;1369.0;3073.0;2703310.0;2703312.0;False;Liliopsida;
256;3168943;;Hippobroma longiflora (L.) G.Don;Hippobroma longiflora;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asterales;Campanulaceae;Hippobroma;Hippobroma longiflora;6;7707728.0;220.0;414.0;8801.0;3168942.0;3168943.0;False;Magnoliopsida;
257;2895700;;Hydnophytum formicarum Jack;Hydnophytum formicarum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Gentianales;Rubiaceae;Hydnophytum;Hydnophytum formicarum;6;7707728.0;220.0;412.0;8798.0;2895682.0;2895700.0;False;Magnoliopsida;
258;7837019;;Inocarpus fagifer (Parkinson ex F.A.Zorn) Fosberg;Inocarpus fagifer;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Inocarpus;Inocarpus fagifer;6;7707728.0;220.0;1370.0;5386.0;2961946.0;7837019.0;False;Magnoliopsida;
259;2963211;;Intsia bijuga (Colebr.) Kuntze;Intsia bijuga;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Intsia;Intsia bijuga;6;7707728.0;220.0;1370.0;5386.0;2963210.0;2963211.0;False;Magnoliopsida;
260;5378605;;Mallotus philippensis (Lam.) Müll.Arg.;Mallotus philippensis;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Mallotus;Mallotus philippensis;6;7707728.0;220.0;1414.0;4691.0;3062330.0;5378605.0;False;Magnoliopsida;
261;5421335;8190743.0;Murraya paniculata (L.) Jack;Murraya paniculata;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Sapindales;Rutaceae;Murraya;Murraya paniculata;6;7707728.0;220.0;933.0;2396.0;3190383.0;8190743.0;True;Magnoliopsida;
262;8023236;;Pandanus tectorius Parkinson ex Du Roi;Pandanus tectorius;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Pandanales;Pandanaceae;Pandanus;Pandanus tectorius;6;7707728.0;196.0;554.0;3737.0;8404076.0;8023236.0;False;Liliopsida;
263;2930137;;Solanum lycopersicum L.;Solanum lycopersicum;SPECIES;ACCEPTED;87;EXACT;Plantae;Tracheophyta;Solanales;Solanaceae;Solanum;Solanum lycopersicum;6;7707728.0;220.0;1176.0;7717.0;2928997.0;2930137.0;False;Magnoliopsida;
264;2932944;;Capsicum annuum L.;Capsicum annuum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Solanales;Solanaceae;Capsicum;Capsicum annuum;6;7707728.0;220.0;1176.0;7717.0;2932937.0;2932944.0;False;Magnoliopsida;
265;3189939;;Cardiospermum halicacabum L.;Cardiospermum halicacabum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Sapindales;Sapindaceae;Cardiospermum;Cardiospermum halicacabum;6;7707728.0;220.0;933.0;6657.0;3189931.0;3189939.0;False;Magnoliopsida;
266;2925348;;Clerodendrum japonicum (Thunb.) Sweet;Clerodendrum japonicum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Clerodendrum;Clerodendrum japonicum;6;7707728.0;220.0;408.0;2497.0;2925347.0;2925348.0;False;Magnoliopsida;
267;2706301;;Coix lacryma-jobi L.;Coix lacryma-jobi;SPECIES;ACCEPTED;100;FUZZY;Plantae;Tracheophyta;Poales;Poaceae;Coix;Coix lacryma-jobi;6;7707728.0;196.0;1369.0;3073.0;2706300.0;2706301.0;False;Liliopsida;
268;3115443;;Crassocephalum crepidioides (Benth.) S.Moore;Crassocephalum crepidioides;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Crassocephalum;Crassocephalum crepidioides;6;7707728.0;220.0;414.0;3065.0;3115401.0;3115443.0;False;Magnoliopsida;
269;5275373;;Dicranopteris linearis (Burm.fil.) Underw.;Dicranopteris linearis;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Gleicheniales;Gleicheniaceae;Dicranopteris;Dicranopteris linearis;6;7707728.0;7228684.0;7229400.0;6621.0;10601986.0;5275373.0;False;Polypodiopsida;
270;3033968;;Eusideroxylon zwageri Teijsm. & Binn.;Eusideroxylon zwageri;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Eusideroxylon;Eusideroxylon zwageri;6;7707728.0;220.0;407.0;6688.0;3033966.0;3033968.0;False;Magnoliopsida;
271;7307152;;Leucas lavandulifolia Sm.;Leucas lavandulifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Leucas;Leucas lavandulifolia;6;7707728.0;220.0;408.0;2497.0;2927112.0;7307152.0;False;Magnoliopsida;
272;4129475;;Lophatherum gracile Brongn.;Lophatherum gracile;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Lophatherum;Lophatherum gracile;6;7707728.0;196.0;1369.0;3073.0;4128651.0;4129475.0;False;Liliopsida;
273;3074384;;Macaranga trichocarpa (Zoll.) Müll.Arg.;Macaranga trichocarpa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Macaranga;Macaranga trichocarpa;6;7707728.0;220.0;1414.0;4691.0;3073879.0;3074384.0;False;Magnoliopsida;
274;3152126;;Melochia umbellata (Houtt.) Stapf;Melochia umbellata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Melochia;Melochia umbellata;6;7707728.0;220.0;941.0;6685.0;3152114.0;3152126.0;False;Magnoliopsida;
275;2650927;;Nephrolepis exaltata (L.) Schott;Nephrolepis exaltata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Polypodiales;Nephrolepidaceae;Nephrolepis;Nephrolepis exaltata;6;7707728.0;7228684.0;392.0;4161438.0;2650926.0;2650927.0;False;Polypodiopsida;
276;4099400;;Oreocnide rubescens (Blume) Miq.;Oreocnide rubescens;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Rosales;Urticaceae;Oreocnide;Oreocnide rubescens;6;7707728.0;220.0;691.0;6639.0;7300588.0;4099400.0;False;Magnoliopsida;
277;9796769;;Pangium edule Reinw.;Pangium edule;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Achariaceae;Pangium;Pangium edule;6;7707728.0;220.0;1414.0;3231308.0;7110797.0;9796769.0;False;Magnoliopsida;
278;2874612;;Sechium edule (Jacq.) Sw.;Sechium edule;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Cucurbitales;Cucurbitaceae;Sechium;Sechium edule;6;7707728.0;220.0;7224005.0;6634.0;2874611.0;2874612.0;False;Magnoliopsida;
279;8688934;;Selaginella willdenowii (Desv.) Baker;Selaginella willdenowii;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Selaginellales;Selaginellaceae;Selaginella;Selaginella willdenowii;6;7707728.0;245.0;420.0;6724.0;2688177.0;8688934.0;False;Lycopodiopsida;
280;5371679;;Styrax benzoin Dryand.;Styrax benzoin;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ericales;Styracaceae;Styrax;Styrax benzoin;6;7707728.0;220.0;1353.0;2507.0;3032925.0;5371679.0;False;Magnoliopsida;
281;3152205;;Theobroma cacao L.;Theobroma cacao;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Theobroma;Theobroma cacao;6;7707728.0;220.0;941.0;6685.0;2984934.0;3152205.0;False;Magnoliopsida;
282;2982583;;Vigna unguiculata (L.) Walp.;Vigna unguiculata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Vigna;Vigna unguiculata;6;7707728.0;220.0;1370.0;5386.0;2982372.0;2982583.0;False;Magnoliopsida;
283;3085168;;Achyranthes aspera L.;Achyranthes aspera;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Caryophyllales;Amaranthaceae;Achyranthes;Achyranthes aspera;6;7707728.0;220.0;422.0;3064.0;3085166.0;3085168.0;False;Magnoliopsida;
284;5371879;;Apium graveolens L.;Apium graveolens;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Apiales;Apiaceae;Apium;Apium graveolens;6;7707728.0;220.0;1351.0;6720.0;3034812.0;5371879.0;False;Magnoliopsida;
285;5383043;;Breynia oblongifolia (Müll.Arg.) Müll.Arg.;Breynia oblongifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Breynia;Breynia oblongifolia;6;7707728.0;220.0;1414.0;8807.0;3079696.0;5383043.0;False;Magnoliopsida;
286;3832885;3190164.0;Citrus ×acida Pers.;Citrus acida;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Sapindales;Rutaceae;Citrus;Citrus aurantiifolia;6;7707728.0;220.0;933.0;2396.0;3190155.0;3190164.0;True;Magnoliopsida;
287;3190157;;Citrus medica L.;Citrus medica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Sapindales;Rutaceae;Citrus;Citrus medica;6;7707728.0;220.0;933.0;2396.0;3190155.0;3190157.0;False;Magnoliopsida;
288;5692905;3147018.0;Conyza bonariensis var. leiotheca (S.F.Blake) Cuatrec.;Conyza bonariensis leiotheca;VARIETY;SYNONYM;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Erigeron;Erigeron floribundus;6;7707728.0;220.0;414.0;3065.0;3146588.0;3147018.0;True;Magnoliopsida;
289;3057656;;Croton tiglium L.;Croton tiglium;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Croton;Croton tiglium;6;7707728.0;220.0;1414.0;4691.0;3057454.0;3057656.0;False;Magnoliopsida;
290;5383897;;Dillenia suffruticosa (Griff.) Martelli;Dillenia suffruticosa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Dilleniales;Dilleniaceae;Dillenia;Dillenia suffruticosa;6;7707728.0;220.0;947.0;2511.0;3083492.0;5383897.0;False;Magnoliopsida;
291;4070235;;Diospyros buxifolia (Blume) Hiern;Diospyros buxifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ericales;Ebenaceae;Diospyros;Diospyros buxifolia;6;7707728.0;220.0;1353.0;6709.0;3030169.0;4070235.0;False;Magnoliopsida;
292;2749556;;Eleutherine bulbosa (Mill.) Urb.;Eleutherine bulbosa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asparagales;Iridaceae;Eleutherine;Eleutherine bulbosa;6;7707728.0;196.0;1169.0;7698.0;2749552.0;2749556.0;False;Liliopsida;
293;3154616;;Goniothalamus macrophyllus (Blume) Hook.f. & Thomson;Goniothalamus macrophyllus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Magnoliales;Annonaceae;Goniothalamus;Goniothalamus macrophyllus;6;7707728.0;220.0;718.0;9291.0;3154482.0;3154616.0;False;Magnoliopsida;
294;3173034;8297383.0;Hemigraphis alternata (Burm.fil.) T.Anderson;Hemigraphis alternata;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Strobilanthes;Strobilanthes alternata;6;7707728.0;220.0;408.0;2393.0;6359394.0;8297383.0;True;Magnoliopsida;
295;8418338;;Hydrocotyle sibthorpioides Lam.;Hydrocotyle sibthorpioides;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Apiales;Araliaceae;Hydrocotyle;Hydrocotyle sibthorpioides;6;7707728.0;220.0;1351.0;8800.0;3034601.0;8418338.0;False;Magnoliopsida;
296;4193746;;Impatiens platypetala Lindl.;Impatiens platypetala;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ericales;Balsaminaceae;Impatiens;Impatiens platypetala;6;7707728.0;220.0;1353.0;6699.0;2891766.0;4193746.0;False;Magnoliopsida;
297;2650435;;Lygodium microphyllum (Cav.) R.Br.;Lygodium microphyllum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Schizaeales;Lygodiaceae;Lygodium;Lygodium microphyllum;6;7707728.0;7228684.0;7229401.0;2371.0;2650431.0;2650435.0;False;Polypodiopsida;
298;2902953;;Myrmecodia tuberosa Jack;Myrmecodia tuberosa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Gentianales;Rubiaceae;Myrmecodia;Myrmecodia tuberosa;6;7707728.0;220.0;412.0;8798.0;2902938.0;2902953.0;False;Magnoliopsida;
299;8427624;;Oxalis corniculata L.;Oxalis corniculata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Oxalidales;Oxalidaceae;Oxalis;Oxalis corniculata;6;7707728.0;220.0;7224021.0;6697.0;2891642.0;8427624.0;False;Magnoliopsida;
300;7533165;2941605.0;Pithecellobium jiringa (Jack) Merr.;Pithecellobium jiringa;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Archidendron;Archidendron jiringa;6;7707728.0;220.0;1370.0;5386.0;2941201.0;2941605.0;True;Magnoliopsida;
301;2957728;;Senna tora (L.) Roxb.;Senna tora;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Senna;Senna tora;6;7707728.0;220.0;1370.0;5386.0;2956904.0;2957728.0;False;Magnoliopsida;
302;3190595;7554845.0;Spondias dulcis Parkinson;Spondias dulcis;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Sapindales;Anacardiaceae;Spondias;Spondias dulcis;6;7707728.0;220.0;933.0;2398.0;3190592.0;7554845.0;True;Magnoliopsida;
303;3190485;;Swietenia mahagoni (L.) Jacq.;Swietenia mahagoni;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Sapindales;Meliaceae;Swietenia;Swietenia mahagoni;6;7707728.0;220.0;933.0;2397.0;3190483.0;3190485.0;False;Magnoliopsida;
304;3057221;;Acalypha wilkesiana Müll.Arg.;Acalypha wilkesiana;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Acalypha;Acalypha wilkesiana;6;7707728.0;220.0;1414.0;4691.0;3055964.0;3057221.0;False;Magnoliopsida;
305;5421195;;Aegle marmelos (L.) Corrêa;Aegle marmelos;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Sapindales;Rutaceae;Aegle;Aegle marmelos;6;7707728.0;220.0;933.0;2396.0;8397331.0;5421195.0;False;Magnoliopsida;
306;5407123;;Annona reticulata L.;Annona reticulata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Magnoliales;Annonaceae;Annona;Annona reticulata;6;7707728.0;220.0;718.0;9291.0;3155252.0;5407123.0;False;Magnoliopsida;
307;2984566;;Artocarpus integer (Thunb.) Merr.;Artocarpus integer;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Rosales;Moraceae;Artocarpus;Artocarpus integer;6;7707728.0;220.0;691.0;6640.0;2984563.0;2984566.0;False;Magnoliopsida;
308;7155766;;Cerbera manghas L.;Cerbera manghas;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Gentianales;Apocynaceae;Cerbera;Cerbera manghas;6;7707728.0;220.0;412.0;6701.0;3169757.0;7155766.0;False;Magnoliopsida;
309;2967293;10781752.0;Desmodium gangeticum (L.) DC.;Desmodium gangeticum;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Pleurolobus;Pleurolobus gangeticus;6;7707728.0;220.0;1370.0;5386.0;9595713.0;10781752.0;True;Magnoliopsida;
310;3115588;;Dichrocephala integrifolia (L.fil.) Kuntze;Dichrocephala integrifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Dichrocephala;Dichrocephala integrifolia;6;7707728.0;220.0;414.0;3065.0;3115585.0;3115588.0;False;Magnoliopsida;
311;2650858;;Diplazium esculentum (Retz.) Sw.;Diplazium esculentum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Polypodiales;Athyriaceae;Diplazium;Diplazium esculentum;6;7707728.0;7228684.0;392.0;4922264.0;2650853.0;2650858.0;False;Polypodiopsida;
312;4000415;2687940.0;Equisetum debile Roxb. ex Vaucher;Equisetum debile;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Equisetales;Equisetaceae;Equisetum;Equisetum ramosissimum;6;7707728.0;7228684.0;954.0;3105.0;2687913.0;2687940.0;True;Polypodiopsida;
313;5361904;;Ficus racemosa L.;Ficus racemosa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Rosales;Moraceae;Ficus;Ficus racemosa;6;7707728.0;220.0;691.0;6640.0;2984588.0;5361904.0;False;Magnoliopsida;
314;7589949;3715021.0;Garcinia cowa Roxb. ex Choisy;Garcinia cowa;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malpighiales;Clusiaceae;Garcinia;Garcinia cowa;6;7707728.0;220.0;1414.0;6646.0;3189556.0;3715021.0;True;Magnoliopsida;
315;7286844;;Garuga floribunda Decne.;Garuga floribunda;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Sapindales;Burseraceae;Garuga;Garuga floribunda;6;7707728.0;220.0;933.0;6659.0;7286814.0;7286844.0;False;Magnoliopsida;
316;3152661;;Gossypium hirsutum L.;Gossypium hirsutum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Gossypium;Gossypium hirsutum;6;7707728.0;220.0;941.0;6685.0;3152652.0;3152661.0;False;Magnoliopsida;
317;8338112;;Leea rubra Blume ex Spreng.;Leea rubra;SPECIES;DOUBTFUL;100;EXACT;Plantae;Tracheophyta;Vitales;Vitaceae;Leea;Leea rubra;6;7707728.0;220.0;7222050.0;6672.0;7303645.0;8338112.0;False;Magnoliopsida;
318;2883768;;Mimusops elengi L.;Mimusops elengi;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ericales;Sapotaceae;Mimusops;Mimusops elengi;6;7707728.0;220.0;1353.0;8802.0;2883690.0;2883768.0;False;Magnoliopsida;
319;3086240;;Mirabilis jalapa L.;Mirabilis jalapa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Caryophyllales;Nyctaginaceae;Mirabilis;Mirabilis jalapa;6;7707728.0;220.0;422.0;6718.0;3086140.0;3086240.0;False;Magnoliopsida;
320;2764680;;Murdannia nudiflora (L.) Brenan;Murdannia nudiflora;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Commelinales;Commelinaceae;Murdannia;Murdannia nudiflora;6;7707728.0;196.0;553.0;2763195.0;2764564.0;2764680.0;False;Liliopsida;
321;4928823;;Octomeles sumatranum Miq.;Octomeles sumatranum;SPECIES;ACCEPTED;99;FUZZY;Plantae;Tracheophyta;Cucurbitales;Tetramelaceae;Octomeles;Octomeles sumatranum;6;7707728.0;220.0;7224005.0;4892811.0;7310584.0;4928823.0;False;Magnoliopsida;
322;3086364;;Piper umbellatum L.;Piper umbellatum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Piperales;Piperaceae;Piper;Piper umbellatum;6;7707728.0;220.0;404.0;6678.0;3075433.0;3086364.0;False;Magnoliopsida;
323;2944683;;Psophocarpus tetragonolobus (L.) DC.;Psophocarpus tetragonolobus;SPECIES;ACCEPTED;92;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Psophocarpus;Psophocarpus tetragonolobus;6;7707728.0;220.0;1370.0;5386.0;2944679.0;2944683.0;False;Magnoliopsida;
324;2930617;;Solanum melongena L.;Solanum melongena;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Solanales;Solanaceae;Solanum;Solanum melongena;6;7707728.0;220.0;1176.0;7717.0;2928997.0;2930617.0;False;Magnoliopsida;
325;7303576;;Trema tomentosa (Roxb.) Hara;Trema tomentosa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Rosales;Cannabaceae;Trema;Trema tomentosa;6;7707728.0;220.0;691.0;2384.0;2984500.0;7303576.0;False;Magnoliopsida;
326;3881501;;Vitex cofassus Reinw. ex Blume;Vitex cofassus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Vitex;Vitex cofassus;6;7707728.0;220.0;408.0;2497.0;2925556.0;3881501.0;False;Magnoliopsida;
