;usageKey;acceptedUsageKey;scientificName;canonicalName;rank;status;confidence;matchType;kingdom;phylum;order;family;genus;species;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;speciesKey;synonym;class;note
0;2757628;2757624.0;Curcuma domestica Valeton;Curcuma domestica;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa;6;7707728.0;196.0;627.0;4687.0;2757518.0;2757624.0;True;Liliopsida;
1;4187904;;Piper betle L.;Piper betle;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Piperales;Piperaceae;Piper;Piper betle;6;7707728.0;220.0;404.0;6678.0;3075433.0;4187904.0;False;Magnoliopsida;
2;2735117;;Cocos nucifera L.;Cocos nucifera;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Arecales;Arecaceae;Cocos;Cocos nucifera;6;7707728.0;196.0;552.0;7681.0;2735116.0;2735117.0;False;Liliopsida;
3;2757280;;Zingiber officinale Roscoe;Zingiber officinale;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Zingiber;Zingiber officinale;6;7707728.0;196.0;627.0;4687.0;2756693.0;2757280.0;False;Liliopsida;
4;3072953;;Jatropha curcas L.;Jatropha curcas;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Jatropha;Jatropha curcas;6;7707728.0;220.0;1414.0;4691.0;3072692.0;3072953.0;False;Magnoliopsida;
5;8424006;;Imperata cylindrica (L.) Raeusch.;Imperata cylindrica;SPECIES;DOUBTFUL;100;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Imperata;Imperata cylindrica;6;7707728.0;196.0;1369.0;3073.0;7627509.0;8424006.0;False;Liliopsida;
6;5420380;;Psidium guajava L.;Psidium guajava;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Myrtales;Myrtaceae;Psidium;Psidium guajava;6;7707728.0;220.0;690.0;5014.0;3187232.0;5420380.0;False;Magnoliopsida;
7;2874484;;Carica papaya L.;Carica papaya;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Brassicales;Caricaceae;Carica;Carica papaya;6;7707728.0;220.0;7225535.0;6636.0;2874482.0;2874484.0;False;Magnoliopsida;
8;2736531;;Areca catechu L.;Areca catechu;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Arecales;Arecaceae;Areca;Areca catechu;6;7707728.0;196.0;552.0;7681.0;2736518.0;2736531.0;False;Liliopsida;
9;7308026;;Orthosiphon aristatus (Blume) Miq.;Orthosiphon aristatus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Orthosiphon;Orthosiphon aristatus;6;7707728.0;220.0;408.0;2497.0;6410205.0;7308026.0;False;Magnoliopsida;
10;5407273;;Annona muricata L.;Annona muricata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Magnoliales;Annonaceae;Annona;Annona muricata;6;7707728.0;220.0;718.0;9291.0;3155252.0;5407273.0;False;Magnoliopsida;
11;5362077;2985930.0;Bryophyllum pinnatum (Lam.) Oken;Bryophyllum pinnatum;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Saxifragales;Crassulaceae;Kalanchoe;Kalanchoe pinnata;6;7707728.0;220.0;7219248.0;2406.0;2985928.0;2985930.0;True;Magnoliopsida;
12;5339879;;Morinda citrifolia L.;Morinda citrifolia;SPECIES;ACCEPTED;99;FUZZY;Plantae;Tracheophyta;Gentianales;Rubiaceae;Morinda;Morinda citrifolia;6;7707728.0;220.0;412.0;8798.0;2915429.0;5339879.0;False;Magnoliopsida;
13;2762752;;Musa ×paradisiaca L.;Musa paradisiaca;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Zingiberales;Musaceae;Musa;Musa paradisiaca;6;7707728.0;196.0;627.0;4686.0;2760990.0;2762752.0;False;Liliopsida;
14;5395786;;Blumea balsamifera (L.) DC.;Blumea balsamifera;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Blumea;Blumea balsamifera;6;7707728.0;220.0;414.0;3065.0;3119250.0;5395786.0;False;Magnoliopsida;
15;5301451;;Kaempferia galanga L.;Kaempferia galanga;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Kaempferia;Kaempferia galanga;6;7707728.0;196.0;627.0;4687.0;2756998.0;5301451.0;False;Liliopsida;
16;2873769;;Acorus calamus L.;Acorus calamus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Acorales;Acoraceae;Acorus;Acorus calamus;6;7707728.0;196.0;7227341.0;3719.0;2730063.0;2873769.0;False;Liliopsida;
17;5401673;;Ageratum conyzoides L.;Ageratum conyzoides;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Ageratum;Ageratum conyzoides;6;7707728.0;220.0;414.0;3065.0;3138550.0;5401673.0;False;Magnoliopsida;
18;3190164;;Citrus ×aurantiifolia (Christm.) Swingle;Citrus aurantiifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Sapindales;Rutaceae;Citrus;Citrus aurantiifolia;6;7707728.0;220.0;933.0;2396.0;3190155.0;3190164.0;False;Magnoliopsida;
19;5381945;;Phyllanthus niruri L.;Phyllanthus niruri;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Phyllanthus;Phyllanthus niruri;6;7707728.0;220.0;1414.0;8807.0;3061139.0;5381945.0;False;Magnoliopsida;
20;5414410;;Alstonia scholaris (L.) R.Br.;Alstonia scholaris;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Gentianales;Apocynaceae;Alstonia;Alstonia scholaris;6;7707728.0;220.0;412.0;6701.0;8412045.0;5414410.0;False;Magnoliopsida;
21;7447231;;Justicia gendarussa Burm.fil.;Justicia gendarussa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Justicia;Justicia gendarussa;6;7707728.0;220.0;408.0;2393.0;2904597.0;7447231.0;False;Magnoliopsida;
22;2956947;;Senna alata (L.) Roxb.;Senna alata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Senna;Senna alata;6;7707728.0;220.0;1370.0;5386.0;2956904.0;2956947.0;False;Magnoliopsida;
23;2705267;;Cymbopogon nardus (L.) Rendle;Cymbopogon nardus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Cymbopogon;Cymbopogon nardus;6;7707728.0;196.0;1369.0;3073.0;2705264.0;2705267.0;False;Liliopsida;
24;2857697;;Allium cepa L.;Allium cepa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asparagales;Amaryllidaceae;Allium;Allium cepa;6;7707728.0;196.0;1169.0;7682.0;9624496.0;2857697.0;False;Liliopsida;
25;3086357;;Piper nigrum L.;Piper nigrum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Piperales;Piperaceae;Piper;Piper nigrum;6;7707728.0;220.0;404.0;6678.0;3075433.0;3086357.0;False;Magnoliopsida;
26;8298918;;Tinospora crispa (L.) Miers ex Hook.fil. & Thomson;Tinospora crispa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ranunculales;Menispermaceae;Tinospora;Tinospora crispa;6;7707728.0;220.0;399.0;2411.0;7268723.0;8298918.0;False;Magnoliopsida;
27;3152559;;Hibiscus rosa-sinensis L.;Hibiscus rosa-sinensis;SPECIES;ACCEPTED;100;FUZZY;Plantae;Tracheophyta;Malvales;Malvaceae;Hibiscus;Hibiscus rosa-sinensis;6;7707728.0;220.0;941.0;6685.0;3152542.0;3152559.0;False;Magnoliopsida;
28;3173137;;Graptophyllum pictum (L.) Griff.;Graptophyllum pictum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Graptophyllum;Graptophyllum pictum;6;7707728.0;220.0;408.0;2393.0;3173136.0;3173137.0;False;Magnoliopsida;
29;2856681;;Allium sativum L.;Allium sativum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asparagales;Amaryllidaceae;Allium;Allium sativum;6;7707728.0;196.0;1169.0;7682.0;9624496.0;2856681.0;False;Liliopsida;
30;8060771;;Curcuma xanthorhiza Roxb.;Curcuma xanthorhiza;SPECIES;ACCEPTED;100;FUZZY;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Curcuma;Curcuma xanthorhiza;6;7707728.0;196.0;627.0;4687.0;2757518.0;8060771.0;False;Liliopsida;
31;3034128;;Centella asiatica (L.) Urb.;Centella asiatica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Apiales;Apiaceae;Centella;Centella asiatica;6;7707728.0;220.0;1351.0;6720.0;3034124.0;3034128.0;False;Magnoliopsida;
32;3188511;;Melastoma malabathricum L.;Melastoma malabathricum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Myrtales;Melastomataceae;Melastoma;Melastoma malabathricum;6;7707728.0;220.0;690.0;6683.0;3188510.0;3188511.0;False;Magnoliopsida;
33;2757204;;Zingiber purpureum Roscoe;Zingiber purpureum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Zingiber;Zingiber purpureum;6;7707728.0;196.0;627.0;4687.0;2756693.0;2757204.0;False;Liliopsida;
34;2891640;;Averrhoa bilimbi L.;Averrhoa bilimbi;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Oxalidales;Oxalidaceae;Averrhoa;Averrhoa bilimbi;6;7707728.0;220.0;7224021.0;6697.0;9407103.0;2891640.0;False;Magnoliopsida;
35;2927315;5341492.0;Plectranthus scutellarioides (L.) R.Br.;Plectranthus scutellarioides;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Coleus;Coleus scutellarioides;6;7707728.0;220.0;408.0;2497.0;2927310.0;5341492.0;True;Magnoliopsida;
36;4930679;;Aleurites moluccanus (L.) Willd.;Aleurites moluccanus;SPECIES;ACCEPTED;100;FUZZY;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Aleurites;Aleurites moluccanus;6;7707728.0;220.0;1414.0;4691.0;3072436.0;4930679.0;False;Magnoliopsida;
37;7852448;;Ficus septica Burm.fil.;Ficus septica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Rosales;Moraceae;Ficus;Ficus septica;6;7707728.0;220.0;691.0;6640.0;2984588.0;7852448.0;False;Magnoliopsida;
38;3152584;7115794.0;Hibiscus tiliaceus L.;Hibiscus tiliaceus;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Talipariti;Talipariti tiliaceum;6;7707728.0;220.0;941.0;6685.0;7115793.0;7115794.0;True;Magnoliopsida;
39;3190478;;Lansium domesticum Corrêa;Lansium domesticum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Sapindales;Meliaceae;Lansium;Lansium domesticum;6;7707728.0;220.0;933.0;2397.0;3190477.0;3190478.0;False;Magnoliopsida;
40;5406697;;Ceiba pentandra (L.) Gaertn.;Ceiba pentandra;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Ceiba;Ceiba pentandra;6;7707728.0;220.0;941.0;6685.0;3152218.0;5406697.0;False;Magnoliopsida;
41;3068937;;Euphorbia hirta L.;Euphorbia hirta;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia hirta;6;7707728.0;220.0;1414.0;4691.0;11397237.0;3068937.0;False;Magnoliopsida;
42;3777015;3778377.0;Sericocalyx crispus (L.) Bremek.;Sericocalyx crispus;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Strobilanthes;Strobilanthes scaber;6;7707728.0;220.0;408.0;2393.0;6359394.0;3778377.0;True;Magnoliopsida;
43;3173178;;Andrographis paniculata (Burm.fil.) Nees;Andrographis paniculata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Acanthaceae;Andrographis;Andrographis paniculata;6;7707728.0;220.0;408.0;2393.0;7740842.0;3173178.0;False;Magnoliopsida;
44;2766278;;Cordyline fruticosa (L.) A.Chev.;Cordyline fruticosa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asparagales;Asparagaceae;Cordyline;Cordyline fruticosa;6;7707728.0;196.0;1169.0;7683.0;2766216.0;2766278.0;False;Liliopsida;
45;2756724;7584507.0;Costus speciosus (J.Koenig) Sm.;Costus speciosus;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Zingiberales;Costaceae;Hellenia;Hellenia speciosa;6;7707728.0;196.0;627.0;4492.0;8189889.0;7584507.0;True;Liliopsida;
46;2703459;;Oryza sativa L.;Oryza sativa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Oryza;Oryza sativa;6;7707728.0;196.0;1369.0;3073.0;2703455.0;2703459.0;False;Liliopsida;
47;5341792;;Physalis angulata L.;Physalis angulata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Solanales;Solanaceae;Physalis;Physalis angulata;6;7707728.0;220.0;1176.0;7717.0;2928907.0;5341792.0;False;Magnoliopsida;
48;3152253;;Urena lobata L.;Urena lobata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Urena;Urena lobata;6;7707728.0;220.0;941.0;6685.0;3152250.0;3152253.0;False;Magnoliopsida;
49;2927096;;Ocimum basilicum L.;Ocimum basilicum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Ocimum;Ocimum basilicum;6;7707728.0;220.0;408.0;2497.0;2874693.0;2927096.0;False;Magnoliopsida;
50;5302225;;Alpinia galanga (L.) Willd.;Alpinia galanga;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Alpinia;Alpinia galanga;6;7707728.0;196.0;627.0;4687.0;5301253.0;5302225.0;False;Liliopsida;
51;3054181;;Moringa oleifera Lam.;Moringa oleifera;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Brassicales;Moringaceae;Moringa;Moringa oleifera;6;7707728.0;220.0;7225535.0;6753.0;3054180.0;3054181.0;False;Magnoliopsida;
52;2925303;;Lantana camara L.;Lantana camara;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Verbenaceae;Lantana;Lantana camara;6;7707728.0;220.0;408.0;6689.0;2925302.0;2925303.0;False;Magnoliopsida;
53;3087725;;Chromolaena odorata (L.) R.King & H.Rob.;Chromolaena odorata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Chromolaena;Chromolaena odorata;6;7707728.0;220.0;414.0;3065.0;7824453.0;3087725.0;False;Magnoliopsida;
54;2874581;;Momordica charantia L.;Momordica charantia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Cucurbitales;Cucurbitaceae;Momordica;Momordica charantia;6;7707728.0;220.0;7224005.0;6634.0;2874578.0;2874581.0;False;Magnoliopsida;
55;2703912;;Saccharum officinarum L.;Saccharum officinarum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Saccharum;Saccharum officinarum;6;7707728.0;196.0;1369.0;3073.0;2703910.0;2703912.0;False;Liliopsida;
56;2970672;;Sesbania grandiflora (L.) Pers.;Sesbania grandiflora;SPECIES;DOUBTFUL;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Sesbania;Sesbania grandiflora;6;7707728.0;220.0;1370.0;5386.0;7854649.0;2970672.0;False;Magnoliopsida;
57;3709190;;Eurycoma longifolia Jack;Eurycoma longifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Sapindales;Simaroubaceae;Eurycoma;Eurycoma longifolia;6;7707728.0;220.0;933.0;2395.0;7329629.0;3709190.0;False;Magnoliopsida;
58;5406735;;Sida rhombifolia L.;Sida rhombifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Sida;Sida rhombifolia;6;7707728.0;220.0;941.0;6685.0;3152100.0;5406735.0;False;Magnoliopsida;
59;3183002;;Syzygium aromaticum (L.) Merr. & Perry;Syzygium aromaticum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Myrtales;Myrtaceae;Syzygium;Syzygium aromaticum;6;7707728.0;220.0;690.0;5014.0;3029010.0;3183002.0;False;Magnoliopsida;
60;3034046;;Persea americana Mill.;Persea americana;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Laurales;Lauraceae;Persea;Persea americana;6;7707728.0;220.0;407.0;6688.0;3034041.0;3034046.0;False;Magnoliopsida;
61;2705275;;Cymbopogon citratus (DC.) Stapf;Cymbopogon citratus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Cymbopogon;Cymbopogon citratus;6;7707728.0;196.0;1369.0;3073.0;2705264.0;2705275.0;False;Liliopsida;
62;3086412;;Peperomia pellucida (L.) Kunth;Peperomia pellucida;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Piperales;Piperaceae;Peperomia;Peperomia pellucida;6;7707728.0;220.0;404.0;6678.0;3086367.0;3086412.0;False;Magnoliopsida;
63;5341772;5341775.0;Physalis minima L.;Physalis minima;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Solanales;Solanaceae;Physalis;Physalis lagascae;6;7707728.0;220.0;1176.0;7717.0;2928907.0;5341775.0;True;Magnoliopsida;
64;2975768;;Tamarindus indica L.;Tamarindus indica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Tamarindus;Tamarindus indica;6;7707728.0;220.0;1370.0;5386.0;2975767.0;2975768.0;False;Magnoliopsida;
65;2733997;;Arenga pinnata (Wurmb) Merr.;Arenga pinnata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Arecales;Arecaceae;Arenga;Arenga pinnata;6;7707728.0;196.0;552.0;7681.0;10868503.0;2733997.0;False;Liliopsida;
66;7309306;;Vitex pinnata L.;Vitex pinnata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Vitex;Vitex pinnata;6;7707728.0;220.0;408.0;2497.0;2925556.0;7309306.0;False;Magnoliopsida;
67;4160336;;Leea indica (Burm.fil.) Merr.;Leea indica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Vitales;Vitaceae;Leea;Leea indica;6;7707728.0;220.0;7222050.0;6672.0;7303645.0;4160336.0;False;Magnoliopsida;
68;6109767;9197670.0;Sauropus androgynus (L.) Merr.;Sauropus androgynus;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Breynia;Breynia androgyna;6;7707728.0;220.0;1414.0;8807.0;3079696.0;9197670.0;True;Magnoliopsida;
69;2926815;;Hyptis capitata Jacq.;Hyptis capitata;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Hyptis;Hyptis capitata;6;7707728.0;220.0;408.0;2497.0;2926807.0;2926815.0;False;Magnoliopsida;
70;5524327;;Phaleria macrocarpa (Scheff.) Boerl.;Phaleria macrocarpa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malvales;Thymelaeaceae;Phaleria;Phaleria macrocarpa;6;7707728.0;220.0;941.0;2428.0;3233887.0;5524327.0;False;Magnoliopsida;
71;3060998;;Manihot esculenta Crantz;Manihot esculenta;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Manihot;Manihot esculenta;6;7707728.0;220.0;1414.0;4691.0;3060685.0;3060998.0;False;Magnoliopsida;
72;2969284;;Mimosa pudica L.;Mimosa pudica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Fabales;Fabaceae;Mimosa;Mimosa pudica;6;7707728.0;220.0;1370.0;5386.0;2969235.0;2969284.0;False;Magnoliopsida;
73;2927100;;Ocimum tenuiflorum L.;Ocimum tenuiflorum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Ocimum;Ocimum tenuiflorum;6;7707728.0;220.0;408.0;2497.0;2874693.0;2927100.0;False;Magnoliopsida;
74;2853796;;Crinum asiaticum L.;Crinum asiaticum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asparagales;Amaryllidaceae;Crinum;Crinum asiaticum;6;7707728.0;196.0;1169.0;7682.0;2773870.0;2853796.0;False;Liliopsida;
75;3182288;;Syzygium polyanthum (Wight) Walp.;Syzygium polyanthum;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Myrtales;Myrtaceae;Syzygium;Syzygium polyanthum;6;7707728.0;220.0;690.0;5014.0;3029010.0;3182288.0;False;Magnoliopsida;
76;7999386;;Ipomoea pes-caprae (L.) R.Br.;Ipomoea pes-caprae;SPECIES;ACCEPTED;100;FUZZY;Plantae;Tracheophyta;Solanales;Convolvulaceae;Ipomoea;Ipomoea pes-caprae;6;7707728.0;220.0;1176.0;2389.0;2928509.0;7999386.0;False;Magnoliopsida;
77;5406817;;Myristica fragrans Houtt.;Myristica fragrans;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Magnoliales;Myristicaceae;Myristica;Myristica fragrans;6;7707728.0;220.0;718.0;2439.0;3152840.0;5406817.0;False;Magnoliopsida;
78;7624566;2928551.0;Ipomoea batatas (L.) Poir., 1804;Ipomoea batatas;SPECIES;SYNONYM;95;FUZZY;Plantae;Tracheophyta;Solanales;Convolvulaceae;Ipomoea;Ipomoea batatas;6;7707728.0;220.0;1176.0;2389.0;2928509.0;2928551.0;True;Magnoliopsida;
79;3189394;;Terminalia catappa L.;Terminalia catappa;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Myrtales;Combretaceae;Terminalia;Terminalia catappa;6;7707728.0;220.0;690.0;2431.0;3189387.0;3189394.0;False;Magnoliopsida;
80;2757108;;Zingiber zerumbet (L.) Roscoe ex Sm.;Zingiber zerumbet;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Zingiber;Zingiber zerumbet;6;7707728.0;196.0;627.0;4687.0;2756693.0;2757108.0;False;Liliopsida;
81;5288819;;Ananas comosus (L.) Merr.;Ananas comosus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Poales;Bromeliaceae;Ananas;Ananas comosus;6;7707728.0;196.0;1369.0;3740.0;2699430.0;5288819.0;False;Liliopsida;
82;3830318;;Arcangelisia flava (L.) Merr.;Arcangelisia flava;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Ranunculales;Menispermaceae;Arcangelisia;Arcangelisia flava;6;7707728.0;220.0;399.0;2411.0;7268743.0;3830318.0;False;Magnoliopsida;
83;2984573;;Artocarpus altilis (Parkinson) Fosberg;Artocarpus altilis;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Rosales;Moraceae;Artocarpus;Artocarpus altilis;6;7707728.0;220.0;691.0;6640.0;2984563.0;2984573.0;False;Magnoliopsida;
84;5420912;;Lawsonia inermis L.;Lawsonia inermis;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Myrtales;Lythraceae;Lawsonia;Lawsonia inermis;6;7707728.0;220.0;690.0;6684.0;3188701.0;5420912.0;False;Magnoliopsida;
85;2705758;;Bambusa vulgaris Schrad.;Bambusa vulgaris;SPECIES;DOUBTFUL;100;EXACT;Plantae;Tracheophyta;Poales;Poaceae;Bambusa;Bambusa vulgaris;6;7707728.0;196.0;1369.0;3073.0;2705751.0;2705758.0;False;Liliopsida;
86;7502854;;Durio zibethinus L.;Durio zibethinus;SPECIES;DOUBTFUL;100;EXACT;Plantae;Tracheophyta;Malvales;Malvaceae;Durio;Durio zibethinus;6;7707728.0;220.0;941.0;6685.0;3152229.0;7502854.0;False;Magnoliopsida;
87;2930340;5792748.0;Solanum rudepannum Dunal;Solanum rudepannum;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Solanales;Solanaceae;Solanum;Solanum diversifolium;6;7707728.0;220.0;1176.0;7717.0;2928997.0;8384763.0;True;Magnoliopsida;
88;2984565;;Artocarpus heterophyllus Lam.;Artocarpus heterophyllus;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Rosales;Moraceae;Artocarpus;Artocarpus heterophyllus;6;7707728.0;220.0;691.0;6640.0;2984563.0;2984565.0;False;Magnoliopsida;
89;8403992;;Capsicum frutescens L.;Capsicum frutescens;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Solanales;Solanaceae;Capsicum;Capsicum frutescens;6;7707728.0;220.0;1176.0;7717.0;2932937.0;8403992.0;False;Magnoliopsida;
90;3132728;;Pluchea indica (L.) Less.;Pluchea indica;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Pluchea;Pluchea indica;6;7707728.0;220.0;414.0;3065.0;3132596.0;3132728.0;False;Magnoliopsida;
91;2925561;;Vitex trifolia L.;Vitex trifolia;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Vitex;Vitex trifolia;6;7707728.0;220.0;408.0;2497.0;2925556.0;2925561.0;False;Magnoliopsida;
92;3139818;;Gynura procumbens (Lour.) Merr.;Gynura procumbens;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Asterales;Asteraceae;Gynura;Gynura procumbens;6;7707728.0;220.0;414.0;3065.0;3139806.0;3139818.0;False;Magnoliopsida;
93;7587215;;Jasminum sambac (L.) Aiton;Jasminum sambac;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Lamiales;Oleaceae;Jasminum;Jasminum sambac;6;7707728.0;220.0;408.0;6652.0;3172260.0;7587215.0;False;Magnoliopsida;
94;2757545;;Curcuma zedoaria (Christm.) Roscoe;Curcuma zedoaria;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Curcuma;Curcuma zedoaria;6;7707728.0;196.0;627.0;4687.0;2757518.0;2757545.0;False;Liliopsida;
95;2928747;;Datura metel L.;Datura metel;SPECIES;ACCEPTED;100;EXACT;Plantae;Tracheophyta;Solanales;Solanaceae;Datura;Datura metel;6;7707728.0;220.0;1176.0;7717.0;2928734.0;2928747.0;False;Magnoliopsida;
96;2926636;5341313.0;Plectranthus amboinicus (Lour.) Spreng.;Plectranthus amboinicus;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Lamiales;Lamiaceae;Coleus;Coleus amboinicus;6;7707728.0;220.0;408.0;2497.0;2927310.0;5341313.0;True;Magnoliopsida;
97;8562681;3071476.0;Codiaeum variegatum (L.) Rumph.;Codiaeum variegatum;SPECIES;SYNONYM;100;EXACT;Plantae;Tracheophyta;Malpighiales;Euphorbiaceae;Codiaeum;Codiaeum variegatum;6;7707728.0;220.0;1414.0;4691.0;3071464.0;3071476.0;True;Magnoliopsida;
